id_master,descripcion_master,tipo_master,diametro_master,largo_master,grado_master,acabado_master,id_proveedor,tipo_proveedor,diametro_proveedor,largo_proveedor,grado_proveedor,acabado_proveedor,precio_unitario,proveedor,descripcion_proveedor,score_atributos,score_descripcion,score_final
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1020,arandela,10.0,1.25,,,73.7522,Efepe,ARANDELA ALUMINIO  10.0  X  15.0  X  1.25 X 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1021,arandela,10.0,2.00,,,206.3911,Efepe,ARANDELA ALUMINIO  10.0  X  19.0  X  2.00 X 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1022,arandela,10.0,1.00,,,106.2241,Efepe,ARANDELA ALUMINIO  10.0  X  20.0  X  1.00 X 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1023,arandela,10.0,0.50,,,64.758,Efepe,ARANDELA ALUMINIO  10.0  X  21.0  X  0.50 X 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1024,arandela,10.0,1.25,,,128.0959,Efepe,ARANDELA ALUMINIO  10.0  X  21.0  X  1.25 X 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1025,arandela,10.0,2.00,,,220.8774,Efepe,ARANDELA ALUMINIO  10.0  X  21.0  X  2.00 X 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1026,arandela,10.0,1.25,,,162.0822,Efepe,ARANDELA ALUMINIO  10.0  X  25.0  X  1.25 X 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1070,arandela,10.0,2.00,,,294.6271,Efepe,ARANDELA ALUMINIO  10.0  X  25.0  X  2.00 X 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1027,arandela,11.0,1.25,,,73.7522,Efepe,ARANDELA ALUMINIO  11.0  X  15.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1028,arandela,11.0,1.25,,,125.1591,Efepe,ARANDELA ALUMINIO  11.0  X  20.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1029,arandela,12.0,1.25,,,81.1353,Efepe,ARANDELA ALUMINIO  12.0  X  17.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1030,arandela,12.0,1.25,,,162.0822,Efepe,ARANDELA ALUMINIO  12.0  X  24.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1031,arandela,12.7,1.25,,,117.776,Efepe,ARANDELA ALUMINIO  12.7  X  20.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1032,arandela,13.0,1.25,,,95.9065,Efepe,ARANDELA ALUMINIO  13.0  X  20.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1033,arandela,14.0,1.25,,,88.5209,Efepe,ARANDELA ALUMINIO  14.0  X  20.0  X  1.25X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1034,arandela,14.0,2.00,,,191.528,Efepe,ARANDELA ALUMINIO  14.0  X  20.0  X  2.00 X 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1035,arandela,14.5,1.25,,,117.776,Efepe,ARANDELA ALUMINIO  14.5  X  20.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1036,arandela,15.0,1.25,,,125.1591,Efepe,ARANDELA ALUMINIO  15.0  X  21.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1037,arandela,16.0,1.25,,,110.6753,Efepe,ARANDELA ALUMINIO  16.0  X  19.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1038,arandela,16.0,1.25,,,147.5042,Efepe,ARANDELA ALUMINIO  16.0  X  24.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1039,arandela,17.0,1.25,,,162.0822,Efepe,ARANDELA ALUMINIO  17.0  X  24.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1040,arandela,18.0,1.25,,,132.6389,Efepe,ARANDELA ALUMINIO  18.0  X  23.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1041,arandela,19.0,1.25,,,147.5042,Efepe,ARANDELA ALUMINIO  19.0  X  23.0  X  1.25 X 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1042,arandela,20.0,1.25,,,162.0822,Efepe,ARANDELA ALUMINIO  20.0  X  26.0  X  1.25 x 50 und.,100.0,51.02,80.41
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1043,arandela,21.0,1.25,,,176.6627,Efepe,ARANDELA ALUMINIO  21.0  X  25.5  X  1.25 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1044,arandela,22.0,1.25,,,147.5042,Efepe,ARANDELA ALUMINIO  22.0  X  26.0  X  1.25 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1068,arandela,23.0,1.25,,,191.528,Efepe,ARANDELA ALUMINIO  23.0  X  28.0  X  1.25 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1045,arandela,25.0,1.25,,,250.4149,Efepe,ARANDELA ALUMINIO  25.0  X  33.0  X  1.25 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1065,arandela,25.5,1.25,,,206.3911,Efepe,ARANDELA ALUMINIO  25.5  X  29.5  X  1.25 x 50 und.,100.0,46.94,78.78
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1046,arandela,26.0,1.25,,,206.3911,Efepe,ARANDELA ALUMINIO  26.0  X  30.0  X  1.25 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1047,arandela,26.0,1.25,,,235.646,Efepe,ARANDELA ALUMINIO  26.0  X  32.0  X  1.25 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1066,arandela,26.0,2.00,,,397.6343,Efepe,ARANDELA ALUMINIO  26.0  X  32.0  X  2.00 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1048,arandela,26.0,1.25,,,265.0894,Efepe,ARANDELA ALUMINIO  26.0  X  34.0  X  1.25 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1049,arandela,28.0,1.25,,,279.8582,Efepe,ARANDELA ALUMINIO  28.0  X  34.0  X  1.25 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1050,arandela,28.0,1.25,,,294.6271,Efepe,ARANDELA ALUMINIO  28.0  X  36.0  X  1.25 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1067,arandela,28.0,2.00,,,515.2194,Efepe,ARANDELA ALUMINIO  28.0  X  36.0  X  2.00 x 50 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1051,arandela,30.0,1.25,,,279.8582,Efepe,ARANDELA ALUMINIO  30.0  X  36.0  X  1.25 x 25 und.,100.0,48.98,79.59
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1052,arandela,30.0,2.00,,,486.2494,Efepe,ARANDELA ALUMINIO  30.0  X  36.0  X  2.00 x 25 und.,100.0,48.98,79.59
AE6797A04,ARANDELA ESTRELLA 6797A 04,arandela,,,,,101.101.1053,arandela,32.0,1.25,,,279.8582,Efepe,ARANDELA ALUMINIO  32.0  X  36.0  X  1.25 x 25 und.,100.0,47.06,78.82
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1054,arandela,32.0,1.25,,,530.2732,Efepe,ARANDELA ALUMINIO  32.0  X  50.0  X  1.25 x 25 und.,100.0,46.94,78.78
AE6797A04,ARANDELA ESTRELLA 6797A 04,arandela,,,,,101.101.1055,arandela,34.0,1.25,,,382.9596,Efepe,ARANDELA ALUMINIO  34.0  X  42.0  X  1.25 x 25 und.,100.0,47.06,78.82
AE6797A04,ARANDELA ESTRELLA 6797A 04,arandela,,,,,101.101.1056,arandela,35.0,1.25,,,382.9596,Efepe,ARANDELA ALUMINIO  35.0  X  41.0  X  1.25 x 25 und.,100.0,47.06,78.82
AE6797A04,ARANDELA ESTRELLA 6797A 04,arandela,,,,,101.101.1057,arandela,36.0,1.25,,,382.9596,Efepe,ARANDELA ALUMINIO  36.0  X  42.0  X  1.25 x 25 und.,100.0,47.06,78.82
AE6797A04,ARANDELA ESTRELLA 6797A 04,arandela,,,,,101.101.1058,arandela,38.0,1.25,,,441.9429,Efepe,ARANDELA ALUMINIO  38.0  X  46.0  X  1.25 x 25 und.,100.0,47.06,78.82
AE6797A04,ARANDELA ESTRELLA 6797A 04,arandela,,,,,101.101.1059,arandela,41.0,1.25,,,427.1718,Efepe,ARANDELA ALUMINIO  41.0  X  45.0  X  1.25 x 25 und.,100.0,47.06,78.82
6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,arandela,,,,,101.101.1060,arandela,42.0,1.25,,,515.2194,Efepe,ARANDELA ALUMINIO  42.0  X  50.0  X  1.25 x 25 und.,100.0,46.94,78.78
AE6797A04,ARANDELA ESTRELLA 6797A 04,arandela,,,,,101.101.1061,arandela,46.0,1.25,,,560.0016,Efepe,ARANDELA ALUMINIO  46.0  X  54.0  X  1.25 x 25 und.,100.0,47.06,78.82
AE6797A04,ARANDELA ESTRELLA 6797A 04,arandela,,,,,101.101.1062,arandela,52.0,1.25,,,662.7236,Efepe,ARANDELA ALUMINIO  52.0  X  60.0  X  1.25 x 25 und.,100.0,47.06,78.82
AE6797A04,ARANDELA ESTRELLA 6797A 04,arandela,,,,,101.101.1063,arandela,61.0,1.25,,,957.1624,Efepe,ARANDELA ALUMINIO  61.0  X  71.0  X  1.25 x 25 und.,100.0,47.06,78.82
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1000,arandela,02.5,1.25,,,143.6445,Efepe,ARANDELA COBRE  02.5  X  06.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1002,arandela,03.0,1.25,,,215.4118,Efepe,ARANDELA COBRE  03.0  X  10.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1001,arandela,03.5,1.25,,,179.6885,Efepe,ARANDELA COBRE  03.5  X  08.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1003,arandela,04.0,1.25,,,215.4118,Efepe,ARANDELA COBRE  04.0  X  09.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1004,arandela,05.0,1.25,,,203.575,Efepe,ARANDELA COBRE  05.0  X  09.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1005,arandela,06.0,1.25,,,179.6885,Efepe,ARANDELA COBRE  06.0  X  08.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1006,arandela,06.0,1.25,,,275.237,Efepe,ARANDELA COBRE  06.0  X  11.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1007,arandela,06.5,1.25,,,275.237,Efepe,ARANDELA COBRE  06.5  X  12.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1008,arandela,06.5,1.25,,,334.7374,Efepe,ARANDELA COBRE  06.5  X  13.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1009,arandela,06.5,1.25,,,526.4799,Efepe,ARANDELA COBRE  06.5  X  16.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1010,arandela,06.5,1.25,,,717.7881,Efepe,ARANDELA COBRE  06.5  X  20.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1011,arandela,07.0,1.25,,,239.1931,Efepe,ARANDELA COBRE  07.0  X  10.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1012,arandela,07.0,1.25,,,406.7222,Efepe,ARANDELA COBRE  07.0  X  14.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1013,arandela,08.0,1.25,,,251.2429,Efepe,ARANDELA COBRE  08.0  X  11.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1014,arandela,08.0,1.25,,,263.0777,Efepe,ARANDELA COBRE  08.0  X  13.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1015,arandela,08.0,1.25,,,741.892,Efepe,ARANDELA COBRE  08.0  X  20.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1017,arandela,09.4,1.25,,,550.259,Efepe,ARANDELA COBRE  09.4  X  18.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1018,arandela,09.5,1.25,,,359.0543,Efepe,ARANDELA COBRE  09.5  X  14.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1019,arandela,09.5,2.00,,,598.1399,Efepe,ARANDELA COBRE  09.5  X  14.0  X  2.00 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1067,arandela,09.7,1.25,,,299.1236,Efepe,ARANDELA COBRE  09.7  X  13.0  X  1.25 x 100 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1020,arandela,10.0,1.25,,,418.7718,Efepe,ARANDELA COBRE  10.0  X  15.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1021,arandela,10.0,2.00,,,956.9812,Efepe,ARANDELA COBRE  10.0  X  19.0  X  2.00 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1022,arandela,10.0,1.00,,,514.4281,Efepe,ARANDELA COBRE  10.0  X  20.0  X  1.00 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1023,arandela,10.0,0.50,,,478.5992,Efepe,ARANDELA COBRE  10.0  X  21.0  X  0.50 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1024,arandela,10.0,1.25,,,777.7228,Efepe,ARANDELA COBRE  10.0  X  21.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1025,arandela,10.0,2.00,,,1136.5621,Efepe,ARANDELA COBRE  10.0  X  21.0  X  2.00 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1026,arandela,10.0,1.25,,,1136.5621,Efepe,ARANDELA COBRE  10.0  X  25.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1027,arandela,11.0,1.25,,,418.7718,Efepe,ARANDELA COBRE  11.0  X  15.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1028,arandela,11.0,1.25,,,753.619,Efepe,ARANDELA COBRE  11.0  X  20.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1029,arandela,12.0,1.25,,,478.5992,Efepe,ARANDELA COBRE  12.0  X  17.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1030,arandela,12.0,1.25,,,1076.7369,Efepe,ARANDELA COBRE  12.0  X  24.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1031,arandela,12.7,1.25,,,753.619,Efepe,ARANDELA COBRE  12.7  X  20.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1032,arandela,13.0,1.25,,,682.1743,Efepe,ARANDELA COBRE  13.0  X  20.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1033,arandela,14.0,1.25,,,657.7501,Efepe,ARANDELA COBRE  14.0  X  20.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1034,arandela,14.0,2.00,,,956.9812,Efepe,ARANDELA COBRE  14.0  X  20.0  X  2.00 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1035,arandela,14.5,1.25,,,717.7881,Efepe,ARANDELA COBRE  14.5  X  20.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1036,arandela,15.0,1.25,,,777.7228,Efepe,ARANDELA COBRE  15.0  X  21.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1064,arandela,15.0,1.50,,,908.993,Efepe,ARANDELA COBRE  15.0  X  21.0  X  1.50 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1068,arandela,15.7,2.00,,,1136.5621,Efepe,ARANDELA COBRE  15.7  X  21.0  X  2.00 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1037,arandela,16.0,1.25,,,598.1399,Efepe,ARANDELA COBRE  16.0  X  19.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1038,arandela,16.0,1.25,,,1028.7487,Efepe,ARANDELA COBRE  16.0  X  24.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1039,arandela,17.0,1.25,,,1016.6989,Efepe,ARANDELA COBRE  17.0  X  24.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1040,arandela,18.0,1.25,,,837.3308,Efepe,ARANDELA COBRE  18.0  X  23.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1041,arandela,19.0,1.25,,,956.9812,Efepe,ARANDELA COBRE  19.0  X  23.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1042,arandela,20.0,1.25,,,1076.7369,Efepe,ARANDELA COBRE  20.0  X  26.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1043,arandela,21.0,1.25,,,1076.7369,Efepe,ARANDELA COBRE  21.0  X  25.5  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1044,arandela,22.0,1.25,,,956.9812,Efepe,ARANDELA COBRE  22.0  X  26.0  X  1.25 x 50 und.,100.0,55.17,82.07
AG250N,ARANDELA GROWER 1 NAT,arandela,,,,natural,101.102.1065,arandela,23.0,1.25,,,1315.8225,Efepe,ARANDELA COBRE  23.0  X  28.0  X  1.25 x 50 und.,100.0,55.17,82.07
