id_proveedor,descripcion_proveedor,tipo_proveedor,score_final,proveedor
157.422.2946,[HS] - TROMPETA FRESADA MECHA  ZN   6x1.5/8   500 / 6500,mecha,38.04,Efepe
157.423.2939,[HS] - DRYWALL MADERA (GRUESO)  NG   6x5/8   1000 / 20000,drywall,43.82,Efepe
157.423.2937,[HS] - DRYWALL MADERA (GRUESO)  NG   6x3/4   1000 / 13000,drywall,43.08,Efepe
157.423.2910,[HS] - DRYWALL MADERA (GRUESO)  NG   6x1   1000 / 16000,drywall,42.69,Efepe
157.423.2942,[HS] - DRYWALL MADERA (GRUESO)  NG   6x1.1/4   1000 / 8000,drywall,42.18,Efepe
157.423.2941,[HS] - DRYWALL MADERA (GRUESO)  NG   6x1.1/2   1000 / 8000,drywall,42.18,Efepe
157.423.2946,[HS] - DRYWALL MADERA (GRUESO)  NG   6x1.5/8   1000 / 6000,drywall,42.18,Efepe
157.423.2911,[HS] - DRYWALL MADERA (GRUESO)  NG   6x2   500 / 5000,drywall,43.17,Efepe
157.423.2948,[HS] - DRYWALL MADERA (GRUESO)  NG   6x2.1/4   100 / 4000,drywall,43.08,Efepe
157.423.2947,[HS] - DRYWALL MADERA (GRUESO)  NG   6x2.1/2   500 / 3000,drywall,42.46,Efepe
157.423.1510,[HS] - DRYWALL MADERA (GRUESO)  NG   8x1   1000 / 13000,drywall,42.64,Efepe
157.423.1541,[HS] - DRYWALL MADERA (GRUESO)  NG   8x1.1/2   500 / 6500,drywall,41.86,Efepe
157.423.1511,[HS] - DRYWALL MADERA (GRUESO)  NG   8x2   200 / 4000,drywall,42.33,Efepe
157.423.1548,[HS] - DRYWALL MADERA (GRUESO)  NG   8x2.1/4   500 / 3000,drywall,42.52,Efepe
157.423.1547,[HS] - DRYWALL MADERA (GRUESO)  NG   8x2.1/2   100 / 2000,drywall,43.81,Efepe
157.423.1512,[HS] - DRYWALL MADERA (GRUESO)  NG   8x3   500 / 2000,drywall,43.01,Efepe
157.423.1641,[HS] - DRYWALL MADERA (GRUESO)  NG   10x1.1/2   200 / 6000,drywall,42.02,Efepe
157.423.1611,[HS] - DRYWALL MADERA (GRUESO)  NG   10x2   500 / 3000,drywall,43.05,Efepe
104.125.1045,AUTOP. DRYWALL MADERA Pta AGUJA NEGRO 10 × 2.1/4 Cant. 100,drywall,22.86,Efepe
157.423.1647,[HS] - DRYWALL MADERA (GRUESO)  NG   10x2.1/2   250 / 2000,drywall,42.87,Efepe
157.423.1612,[HS] - DRYWALL MADERA (GRUESO)  NG   10x3   100 / 1600,drywall,42.82,Efepe
157.423.1613,[HS] - DRYWALL MADERA (GRUESO)  NG   10x4   250 / 2000,drywall,43.61,Efepe
157.424.2710,[HS] - DRYWALL METAL (FINO)  NG   6x1   1000 / 13000,drywall,43.39,Efepe
157.424.2741,[HS] - DRYWALL METAL (FINO)  NG   6x1.1/2   1000 / 8000,drywall,42.64,Efepe
157.424.2846,[HS] - DRYWALL METAL (FINO)  NG   6x1.5/8   1000 / 6000,drywall,42.52,Efepe
157.424.2711,[HS] - DRYWALL METAL (FINO)  NG   6x2   100 / 3600,drywall,43.23,Efepe
157.424.2748,[HS] - DRYWALL METAL (FINO)  NG   6x2.1/4   100 / 4000,drywall,43.61,Efepe
157.426.1510,[HS] - PHIL FRESADA MECHA  ZN   8x1   1000 / 8000,mecha,36.91,Efepe
157.426.1536,[HS] - PHIL FRESADA MECHA  ZN   8x1/2   1000 / 16000,mecha,43.37,Efepe
157.426.1537,[HS] - PHIL FRESADA MECHA  ZN   8x3/4   1000 / 12000,mecha,43.37,Efepe
157.426.1540,[HS] - PHIL FRESADA MECHA  ZN   8x1.1/4   500 / 8000,mecha,40.0,Efepe
157.426.1541,[HS] - PHIL FRESADA MECHA  ZN   8x1.1/2   500 / 6000,mecha,39.78,Efepe
157.414.3010,[HS] - FIX  DR   3 X 10   1000 / 36000,tornillo,56.19,Efepe
157.414.3012,[HS] - FIX  DR   3 X 12   1000 / 36000,tornillo,56.19,Efepe
157.414.3016,[HS] - FIX  DR   3 X 16   1000 / 36000,tornillo,54.38,Efepe
157.414.3020,[HS] - FIX  DR   3 X 20   1000 / 36000,tornillo,56.54,Efepe
157.414.3030,[HS] - FIX  DR   3 X 30   1000 / 24000,tornillo,56.42,Efepe
157.414.3510,[HS] - FIX  DR   3.5 X 10   1000 / 36000,tornillo,55.79,Efepe
157.414.3512,[HS] - FIX  DR   3.5 X 12   1000 / 36000,tornillo,55.79,Efepe
157.414.3516,[HS] - FIX  DR   3.5 X 16   1000 / 24000,tornillo,57.12,Efepe
157.414.3520,[HS] - FIX  DR   3.5 X 20   1000 / 24000,tornillo,58.51,Efepe
157.414.3530,[HS] - FIX  DR   3.5 X 30   1000 / 16000,tornillo,56.08,Efepe
157.414.4016,[HS] - FIX  DR   4 X 16   1000 / 24000,tornillo,59.49,Efepe
157.414.4020,[HS] - FIX  DR   4 X 20   1000 / 18000,tornillo,59.49,Efepe
157.414.4025,[HS] - FIX  DR   4 X 25   1000 / 16000,tornillo,59.49,Efepe
157.414.4030,[HS] - FIX  DR   4 X 30   500 / 8000,tornillo,58.65,Efepe
157.414.4035,[HS] - FIX  DR   4 X 35   500 / 8000,tornillo,58.65,Efepe
157.414.4040,[HS] - FIX  DR   4 X 40   500 / 8000,tornillo,58.65,Efepe
157.414.4045,[HS] - FIX  DR   4 X 45   500 / 8000,tornillo,58.65,Efepe
157.414.4050,[HS] - FIX  DR   4 X 50   500 / 6000,tornillo,58.65,Efepe
157.414.4060,[HS] - FIX  DR   4 X 60   500 / 6000,tornillo,58.65,Efepe
157.414.4516,[HS] - FIX  DR   4.5 X 16   1000 / 12000,tornillo,56.08,Efepe
157.414.4520,[HS] - FIX  DR   4.5 X 20   1000 / 12000,tornillo,58.51,Efepe
157.414.4530,[HS] - FIX  DR   4.5 X 30   500 / 6000,tornillo,56.42,Efepe
157.414.5030,[HS] - FIX  DR   5 X 30   500 / 6000,tornillo,55.98,Efepe
104.126.1048,TORNILLO FIX   6 X 35   200,tornillo,59.71,Efepe
157.414.6040,[HS] - FIX  DR   6 X 40   200 / 3200,tornillo,57.23,Efepe
157.414.6045,[HS] - FIX  DR   6 X 45   200 / 3200,tornillo,57.23,Efepe
157.414.6050,[HS] - FIX  DR   6 X 50   200 / 3200,tornillo,57.23,Efepe
157.414.6060,[HS] - FIX  DR   6 X 60   100 / 2400,tornillo,58.46,Efepe
157.414.6070,[HS] - FIX  DR   6 X 70   100 / 2400,tornillo,58.46,Efepe
157.414.6080,[HS] - FIX  DR   6 X 80   100 / 1600,tornillo,57.23,Efepe
157.414.6090,[HS] - FIX  DR   6 X 90   100 / 1600,tornillo,57.23,Efepe
103.124.1001,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 1 (cant.700/2800),mecha,57.16,Efepe
103.124.1002,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 1.1/2 (cant.600/2400),mecha,57.85,Efepe
103.124.1003,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 2 (cant.500/2000),mecha,57.16,Efepe
103.124.1004,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 2.1/2 (cant.300/1200),mecha,47.2,Efepe
103.124.1005,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 3 (cant.100/500),mecha,57.33,Efepe
103.124.1006,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 4 (cant.100/400),mecha,46.08,Efepe
103.124.1011,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 1 C/VUL (cant.600/2400),mecha,58.79,Efepe
103.124.1012,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 1.1/2 C/VUL (cant.400/1600),mecha,58.17,Efepe
103.124.1013,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 2 C/VUL (cant.350/1400),mecha,58.79,Efepe
103.124.1014,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 2.1/2 C/VUL (cant.250/1000),mecha,48.67,Efepe
103.124.1015,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 3 C/VUL (cant.200/800),mecha,58.96,Efepe
103.124.1016,[IMP] AUTOPERFORANTE HEX PTA MECHA 14 x 4 C/VUL (cant.100/400),mecha,47.71,Efepe
103.124.1111,[IMP] AUTOPERFORANTE HEX PTA MECHA T2 14 x 1 C/A (cant.600/2400),mecha,57.98,Efepe
103.124.1113,[IMP] AUTOPERFORANTE HEX PTA MECHA T2 14 x 2 C/A (cant.350/1400),mecha,57.98,Efepe
103.124.1114,[IMP] AUTOPERFORANTE HEX PTA MECHA T2 14 x 2.1/2 C/A (cant.250/1000),mecha,47.9,Efepe
103.124.1115,[IMP] AUTOPERFORANTE HEX PTA MECHA T2 14 x 3 (cant.200/800),mecha,57.5,Efepe
103.124.1116,[IMP] AUTOPERFORANTE HEX PTA MECHA T2 14 x 4 C/A (cant.200/800),mecha,46.9,Efepe
106.128.4042,TEL-ALAS C/ESTRIAS ZN  08 X 1.1/4  ESTUCHE x 400,tornillo,55.06,Efepe
106.128.1542,TEL-ALAS C/ESTRIAS ZN  08 X 1.1/4  GRANEL x 6000  OFERTA,tornillo,56.52,Efepe
106.128.1641,TEL-ALAS C/ESTRIAS ZN  10 X 1.1/2  GRANEL x 4000,tornillo,56.2,Efepe
106.128.1646,TEL-ALAS C/ESTRIAS ZN  10 X 1.5/8  GRANEL x 3000,tornillo,55.19,Efepe
106.128.1611,TEL-ALAS C/ESTRIAS ZN  10 X 2  GRANEL x 2000,tornillo,56.0,Efepe
106.128.1647,TEL-ALAS C/ESTRIAS ZN  10 X 2.1/2  GRANEL x 1500,tornillo,55.19,Efepe
106.128.1147,TEL-ALAS C/ESTRIAS ZN  12 X 2.1/2  GRANEL x 1500,tornillo,57.35,Efepe
106.130.4417,TEL-CHIP MADERA DR  03 x 10 (04 X 3/8) ESTUCHE x 2000,tornillo,57.72,Efepe
106.130.1717,TEL-CHIP MADERA DR  03 x 10 (04 X 3/8) GRANEL x 40000,tornillo,58.62,Efepe
106.130.4418,TEL-CHIP MADERA DR  03 x 12 (04 X 1/2) ESTUCHE x 2000,tornillo,57.15,Efepe
106.130.1718,TEL-CHIP MADERA DR  03 x 12 (04 X 1/2) GRANEL x 30000,tornillo,51.61,Efepe
106.130.4420,TEL-CHIP MADERA DR  03 x 16 (04 X 5/8) ESTUCHE x 1500,tornillo,58.12,Efepe
106.130.1720,TEL-CHIP MADERA DR  03 x 16 (04 X 5/8) GRANEL x 30000,tornillo,53.56,Efepe
106.130.4421,TEL-CHIP MADERA DR  03 x 20 (04 X 3/4) ESTUCHE x 1000,tornillo,57.72,Efepe
106.130.1721,TEL-CHIP MADERA DR  03 x 20 (04 X 3/4) GRANEL x 20000,tornillo,58.62,Efepe
106.130.4617,TEL-CHIP MADERA DR  3.5 x 10 (05 X 3/8) ESTUCHE x 3000,tornillo,57.54,Efepe
106.130.1817,TEL-CHIP MADERA DR  3.5 x 10 (05 X 3/8) GRANEL x 30000,tornillo,58.43,Efepe
106.130.4618,TEL-CHIP MADERA DR  3.5 x 12 (05 X 1/2) ESTUCHE x 2000,tornillo,56.96,Efepe
106.130.1818,TEL-CHIP MADERA DR  3.5 x 12 (05 X 1/2) GRANEL x 25000,tornillo,52.39,Efepe
106.130.4620,TEL-CHIP MADERA DR  3.5 x 16 (05 X 5/8) ESTUCHE x 1500,tornillo,56.96,Efepe
106.130.1820,TEL-CHIP MADERA DR  3.5 x 16 (05 X 5/8) GRANEL x 20000,tornillo,52.39,Efepe
106.130.4621,TEL-CHIP MADERA DR  3.5 x 20 (05 X 3/4) ESTUCHE x 1000,tornillo,57.54,Efepe
106.130.1821,TEL-CHIP MADERA DR  3.5 x 20 (05 X 3/4) GRANEL x 15000,tornillo,58.43,Efepe
106.130.4817,TEL-CHIP MADERA NG  03 x 10 (04 X 3/8) ESTUCHE x 2000,tornillo,57.72,Efepe
106.130.4917,TEL-CHIP MADERA NG  03 x 10 (04 X 3/8) GRANEL x 40000,tornillo,58.62,Efepe
106.130.4818,TEL-CHIP MADERA NG  03 x 12 (04 X 1/2) ESTUCHE x 2000,tornillo,57.54,Efepe
106.130.4918,TEL-CHIP MADERA NG  03 x 12 (04 X 1/2) GRANEL x 30000,tornillo,52.59,Efepe
106.130.4820,TEL-CHIP MADERA NG  03 x 16 (04 X 5/8) ESTUCHE x 1500,tornillo,58.12,Efepe
106.130.4920,TEL-CHIP MADERA NG  03 x 16 (04 X 5/8) GRANEL x 30000,tornillo,54.54,Efepe
106.130.4821,TEL-CHIP MADERA NG  03 x 20 (04 X 3/4) ESTUCHE x 1000,tornillo,57.72,Efepe
106.130.4921,TEL-CHIP MADERA NG  03 x 20 (04 X 3/4) GRANEL x 20000,tornillo,58.62,Efepe
106.130.5017,TEL-CHIP MADERA NG  3.5 x 10 (05 X 3/8) ESTUCHE x 3000,tornillo,57.54,Efepe
106.130.2117,TEL-CHIP MADERA NG  3.5 x 10 (05 X 3/8) GRANEL x 30000,tornillo,58.43,Efepe
106.130.5018,TEL-CHIP MADERA NG  3.5 x 12 (05 X 1/2) ESTUCHE x 2000,tornillo,57.92,Efepe
106.130.2118,TEL-CHIP MADERA NG  3.5 x 12 (05 X 1/2) GRANEL x 25000,tornillo,53.35,Efepe
106.130.5020,TEL-CHIP MADERA NG  3.5 x 16 (05 X 5/8) ESTUCHE x 1500,tornillo,56.96,Efepe
106.130.2120,TEL-CHIP MADERA NG  3.5 x 16 (05 X 5/8) GRANEL x 20000,tornillo,53.35,Efepe
106.130.5021,TEL-CHIP MADERA NG  3.5 x 20 (05 X 3/4) ESTUCHE x 1000,tornillo,57.54,Efepe
106.130.2121,TEL-CHIP MADERA NG  3.5 x 20 (05 X 3/4) GRANEL x 15000,tornillo,58.43,Efepe
106.132.4112,TEL-DRY FRESADA 4 PLACAS ZN  10 X 3  ESTUCHE x 120,tornillo,59.98,Efepe
106.132.1612,TEL-DRY FRESADA 4 PLACAS ZN  10 X 3  GRANEL x 1000,tornillo,52.84,Efepe
106.132.5437,TEL-DRY T1 AGUJA ZN  08 X 3/4  ESTUCHE x 500,tornillo,56.79,Efepe
106.132.2537,TEL-DRY T1 AGUJA ZN  08 X 3/4  GRANEL x 5000,tornillo,57.78,Efepe
106.132.5435,TEL-DRY T1 AGUJA ZN  08 X 9/16  ESTUCHE x 800,tornillo,56.59,Efepe
106.132.2535,TEL-DRY T1 AGUJA ZN  08 X 9/16  GRANEL x 10000  OFERTA,tornillo,56.0,Efepe
106.132.5536,TEL-DRY T1 MECHA NG  08 X 1/2  ESTUCHE  x 800,mecha,34.08,Efepe
106.132.2636,TEL-DRY T1 MECHA NG  08 X 1/2  GRANEL x 10000  OFERTA,mecha,34.06,Efepe
106.132.5535,TEL-DRY T1 MECHA NG  08 X 9/16  ESTUCHE x 800,mecha,30.92,Efepe
106.132.2635,TEL-DRY T1 MECHA NG  08 X 9/16  GRANEL x 10000  OFERTA,mecha,19.73,Efepe
106.132.4010,TEL-DRY T1 MECHA ZN  08 X 1  ESTUCHE x 500,mecha,38.4,Efepe
106.132.1510,TEL-DRY T1 MECHA ZN  08 X 1  GRANEL x 6000,mecha,40.8,Efepe
106.132.4036,TEL-DRY T1 MECHA ZN  08 X 1/2  ESTUCHE x 800,mecha,41.15,Efepe
106.132.1536,TEL-DRY T1 MECHA ZN  08 X 1/2  GRANEL x 10000  OFERTA,mecha,41.05,Efepe
106.132.4037,TEL-DRY T1 MECHA ZN  08 X 3/4  ESTUCHE x 500,mecha,39.73,Efepe
106.132.1537,TEL-DRY T1 MECHA ZN  08 X 3/4  GRANEL x 5000,mecha,41.54,Efepe
106.132.4035,TEL-DRY T1 MECHA ZN  08 X 9/16  ESTUCHE x 800,mecha,37.0,Efepe
106.132.1535,TEL-DRY T1 MECHA ZN  08 X 9/16  GRANEL x 10000  OFERTA,mecha,38.97,Efepe
106.132.4110,TEL-DRY T1 MECHA ZN  10 X 1  ESTUCHE x 400,mecha,38.4,Efepe
106.132.1610,TEL-DRY T1 MECHA ZN  10 X 1  GRANEL x 5000,mecha,41.91,Efepe
106.132.4141,TEL-DRY T1 MECHA ZN  10 X 1.1/2  ESTUCHE x 250,mecha,42.03,Efepe
106.132.1641,TEL-DRY T1 MECHA ZN  10 X 1.1/2  GRANEL x 3500,mecha,38.67,Efepe
106.132.1543,TEL-DRY T1 MECHA MAX ZN  10 X 1.1/8  ESTUCHE x 300,mecha,37.24,Efepe
106.132.4043,TEL-DRY T1 MECHA MAX ZN  10 X 1.1/8  GRANEL x 4000,mecha,38.05,Efepe
106.132.4137,TEL-DRY T1 MECHA ZN  10 X 3/4  ESTUCHE x 500,mecha,41.39,Efepe
106.132.1637,TEL-DRY T1 MECHA ZN  10 X 3/4  GRANEL x 6000,mecha,41.54,Efepe
106.132.8020,TEL-DRY T1 MECHA ZN  10-32 X 16  ESTUCHE x 800,mecha,36.73,Efepe
106.132.7920,TEL-DRY T1 MECHA ZN  10-32 X 16  GRANEL x 10000,mecha,34.51,Efepe
106.132.5743,TEL-DRY T2 MECHA NG  06 X 1.1/8  ESTUCHE x 700,mecha,20.92,Efepe
106.132.2843,TEL-DRY T2 MECHA NG  06 X 1.1/8  GRANEL x 8000  OFERTA,mecha,36.24,Efepe
106.132.5843,TEL-DRY T2 MECHA ZN  06 X 1.1/8  ESTUCHE x 700,mecha,36.73,Efepe
106.132.2943,TEL-DRY T2 MECHA ZN  06 X 1.1/8  GRANEL x 8000  OFERTA,mecha,35.0,Efepe
106.132.5746,TEL-DRY T3 MECHA NG  06 X 1.5/8  ESTUCHE x 400,mecha,20.92,Efepe
106.132.2846,TEL-DRY T3 MECHA NG  06 X 1.5/8  GRANEL x 5000  OFERTA,mecha,36.24,Efepe
106.132.5846,TEL-DRY T3 MECHA ZN  06 X 1.5/8  ESTUCHE x 400,mecha,35.74,Efepe
106.132.2946,TEL-DRY T3 MECHA ZN  06 X 1.5/8  GRANEL x 5000 OFERTA,mecha,34.09,Efepe
106.132.5542,DRY PCL MECHA MG 8X1.1/4 ESTUCHE x 400,mecha,37.77,Efepe
106.132.2642,DRY PCL MECHA MG 8X1.1/4 GRANEL x 5000,mecha,38.69,Efepe
106.132.2342,DRY PCL AGUJA MG 8X1.1/4 GRANEL x 5000,tornillo,53.87,Efepe
106.134.1640,TEL-FIX MADERA DR  10 X 7/8  GRANEL x 3000,tornillo,55.56,Efepe
106.134.1641,TEL-FIX MADERA DR  10 X 1.1/2  GRANEL x 4000,tornillo,55.14,Efepe
106.134.1642,TEL-FIX MADERA DR  10 X 1.1/4  GRANEL x 5000,tornillo,54.05,Efepe
106.134.1644,TEL-FIX MADERA DR  10 X 1.3/4  GRANEL x 3000  OFERTA,tornillo,54.63,Efepe
106.134.1611,TEL-FIX MADERA DR  10 X 2  GRANEL  x 2500,tornillo,54.86,Efepe
106.134.1647,TEL-FIX MADERA DR  10 X 2.1/2  GRANEL x 2000,tornillo,55.14,Efepe
106.134.4148,TEL-FIX MADERA DR  10 X 2.1/4  ESTUCHE x 150,tornillo,59.13,Efepe
106.134.1648,TEL-FIX MADERA DR  10 X 2.1/4  GRANEL x 2000,tornillo,55.14,Efepe
106.134.4112,TEL-FIX MADERA DR  10 X 3  ESTUCHE x 100,tornillo,59.87,Efepe
106.134.1612,TEL-FIX MADERA DR  10 X 3  GRANEL  x 1200,tornillo,54.86,Efepe
106.134.1649,TEL-FIX MADERA DR  10 X 3.1/2  GRANEL x 1000,tornillo,55.14,Efepe
106.134.1650,TEL-FIX MADERA DR  10 X 3.3/4  GRANEL x 800,tornillo,55.34,Efepe
106.134.1613,TEL-FIX MADERA DR  10 X 4  GRANEL  x 750,tornillo,55.07,Efepe
106.134.1141,TEL-FIX MADERA DR  12 X 1.1/2  GRANEL x 3000,tornillo,56.41,Efepe
106.134.1111,TEL-FIX MADERA DR  12 X 2  GRANEL x 2000,tornillo,56.22,Efepe
106.134.1147,TEL-FIX MADERA DR  12 X 2.1/2  GRANEL x 1500,tornillo,57.44,Efepe
106.134.1112,TEL-FIX MADERA DR  12 X 3  GRANEL x 1000,tornillo,57.3,Efepe
106.134.1149,TEL-FIX MADERA DR  12 X 3.1/2  GRANEL x 800,tornillo,57.66,Efepe
106.134.1113,TEL-FIX MADERA DR  12 X 4  GRANEL x 700,tornillo,56.44,Efepe
106.134.1114,TEL-FIX MADERA DR  12 X 5  GRANEL x 500,tornillo,55.34,Efepe
106.134.3141,TEL-FIX MADERA NG  10 X 1.1/2  GRANEL x 4000,tornillo,55.14,Efepe
106.134.3142,TEL-FIX MADERA NG  10 X 1.1/4  GRANEL  x 5000,tornillo,54.05,Efepe
106.134.3144,TEL-FIX MADERA NG  10 X 1.3/4  GRANEL  x 3000  OFERTA,tornillo,55.61,Efepe
106.134.3111,TEL-FIX MADERA NG  10 X 2  GRANEL  x 2500,tornillo,54.86,Efepe
106.134.3147,TEL-FIX MADERA NG  10 X 2.1/2  GRANEL x 2000,tornillo,55.14,Efepe
106.134.3148,TEL-FIX MADERA NG  10 X 2.1/4  GRANEL  x 2000,tornillo,55.14,Efepe
106.134.3112,TEL-FIX MADERA NG  10 X 3  GRANEL  x 1200,tornillo,54.86,Efepe
106.134.3149,TEL-FIX MADERA NG  10 X 3.1/2  GRANEL x 1000,tornillo,55.14,Efepe
106.134.3150,TEL-FIX MADERA NG  10 X 3.3/4  GRANEL  x 800,tornillo,55.34,Efepe
106.134.3113,TEL-FIX MADERA NG  10 X 4  GRANEL  x 750,tornillo,55.07,Efepe
106.134.3241,TEL-FIX MADERA NG  12 X 1.1/2  GRANEL x 3000,tornillo,56.41,Efepe
106.134.3211,TEL-FIX MADERA NG  12 X 2  GRANEL x 2000,tornillo,56.22,Efepe
106.134.3247,TEL-FIX MADERA NG  12 X 2.1/2  GRANEL x 1500,tornillo,57.44,Efepe
106.134.3212,TEL-FIX MADERA NG  12 X 3  GRANEL x 1000,tornillo,57.3,Efepe
106.134.3249,TEL-FIX MADERA NG  12 X 3.1/2  GRANEL x 800,tornillo,57.66,Efepe
106.134.3213,TEL-FIX MADERA NG  12 X 4  GRANEL x 700,tornillo,56.44,Efepe
106.134.3214,TEL-FIX MADERA NG  12 X 5  GRANEL x 500,tornillo,55.34,Efepe
106.134.6641,TEL-FIX MADERA WAFER DR  10 X 1.1/2  GRANEL x 3000,tornillo,54.0,Efepe
106.134.6644,TEL-FIX MADERA WAFER DR  10 X 1.3/4  GRANEL x 2000,tornillo,54.81,Efepe
106.134.6511,TEL-FIX MADERA WAFER DR  10 X 2  ESTUCHE x 150,tornillo,59.84,Efepe
106.134.6611,TEL-FIX MADERA WAFER DR  10 X 2  GRANEL x 2000,tornillo,53.68,Efepe
106.134.6547,TEL-FIX MADERA WAFER DR  10 X 2.1/2  ESTUCHE x 120,tornillo,59.15,Efepe
106.134.6647,TEL-FIX MADERA WAFER DR  10 X 2.1/2  GRANEL x 1500,tornillo,54.0,Efepe
106.137.4010,TEL-HEX T1 MECHA ZN  08 X 1  ESTUCHE x 400,mecha,50.43,Efepe
106.137.1510,TEL-HEX T1 MECHA ZN  08 X 1  GRANEL x 6000,mecha,50.43,Efepe
106.137.4041,TEL-HEX T1 MECHA ZN  08 X 1.1/2  ESTUCHE x 300,mecha,49.27,Efepe
106.137.1541,TEL-HEX T1 MECHA ZN  08 X 1.1/2  GRANEL x 4000,mecha,49.27,Efepe
106.137.4036,TEL-HEX T1 MECHA ZN  08 X 1/2  ESTUCHE x 600,mecha,49.84,Efepe
106.137.1536,TEL-HEX T1 MECHA ZN  08 X 1/2  GRANEL x 10000,mecha,49.55,Efepe
106.137.4037,TEL-HEX T1 MECHA ZN  08 X 3/4  ESTUCHE x 600,mecha,48.81,Efepe
106.137.1537,TEL-HEX T1 MECHA ZN  08 X 3/4  GRANEL x 6000,mecha,48.81,Efepe
106.137.1610,TEL-HEX T1 MECHA ZN  10 X 1  GRANEL x 3500,mecha,50.43,Efepe
106.137.4137,TEL-HEX T1 MECHA ZN  10 X 3/4  ESTUCHE x 350,mecha,48.81,Efepe
106.137.1637,TEL-HEX T1 MECHA ZN  10 X 3/4  GRANEL x 4000  OFERTA,mecha,47.04,Efepe
106.137.4210,TEL-HEX T1 MECHA ZN  12 X 1  ESTUCHE x 250,mecha,50.43,Efepe
106.137.1110,TEL-HEX T1 MECHA ZN  12 X 1  GRANEL x 3000,mecha,50.43,Efepe
106.137.4241,TEL-HEX T1 MECHA ZN  12 X 1.1/2  ESTUCHE x 150,mecha,50.27,Efepe
106.137.1141,TEL-HEX T1 MECHA ZN  12 X 1.1/2  GRANEL x 2000,mecha,50.27,Efepe
106.137.4211,TEL-HEX T1 MECHA ZN  12 X 2  ESTUCHE x 100,mecha,50.43,Efepe
106.137.1111,TEL-HEX T1 MECHA ZN  12 X 2  GRANEL x 1500,mecha,50.43,Efepe
106.137.4237,TEL-HEX T1 MECHA ZN  12 X 3/4  ESTUCHE x 300,mecha,48.81,Efepe
106.137.1137,TEL-HEX T1 MECHA ZN  12 X 3/4  GRANEL x 3500  OFERTA,mecha,47.04,Efepe
106.137.1210,TEL-HEX T1 MECHA ZN  14 X 1  GRANEL x 2000  OFERTA,mecha,59.62,Efepe
106.137.4341,TEL-HEX T1 MECHA ZN  14 X 1.1/2  ESTUCHE x 100,mecha,50.93,Efepe
106.137.1241,TEL-HEX T1 MECHA ZN  14 X 1.1/2  GRANEL x 1500  OFERTA,mecha,50.35,Efepe
106.137.1211,TEL-HEX T1 MECHA ZN  14 X 2  GRANEL x 1000  OFERTA,mecha,50.36,Efepe
106.137.4347,TEL-HEX T1 MECHA ZN  14 X 2.1/2  ESTUCHE x 80,mecha,51.13,Efepe
