carel_codigo,carel_tipo,carel_diametro,carel_paso,carel_largo,carel_grado,carel_sistema,carel_descripcion,match_codigo,match_tipo,match_diametro,match_paso,match_largo,match_grado,match_sistema,match_precio_unitario,match_proveedor,match_descripcion,match_score,match_type,notas
AG110N,arandela,,,,,otro,ARANDELA GROWER 7/16 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG125N,arandela,,,,,otro,ARANDELA GROWER 1/2 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG140N,arandela,,,,,otro,ARANDELA GROWER 9/16 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG160N,arandela,,,,,otro,ARANDELA GROWER 5/8 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG190N,arandela,,,,,otro,ARANDELA GROWER 3/4 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG220N,arandela,,,,,otro,ARANDELA GROWER 7/8 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG250N,arandela,,,,,otro,ARANDELA GROWER 1 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG281N,arandela,,,,,otro,ARANDELA GROWER 1 1/8 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG315N,arandela,,,,,otro,ARANDELA GROWER 1 1/4 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG345N,arandela,,,,,otro,ARANDELA GROWER 1 3/8 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG375N,arandela,,,,,otro,ARANDELA GROWER 1 1/2 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG003N,arandela,M03,,,,métrico,ARANDELA GROWER M03 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG004N,arandela,M04,,,,métrico,ARANDELA GROWER M04 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG005N,arandela,M05,,,,métrico,ARANDELA GROWER M05 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG006N,arandela,M06,,,,métrico,ARANDELA GROWER M06 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG007N,arandela,M07,,,,métrico,ARANDELA GROWER M07 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG008N,arandela,M08,,,,métrico,ARANDELA GROWER M08 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG010N,arandela,M10,,,,métrico,ARANDELA GROWER M10 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG012N,arandela,M12,,,,métrico,ARANDELA GROWER M12 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG014N,arandela,M14,,,,métrico,ARANDELA GROWER M14 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG016N,arandela,M16,,,,métrico,ARANDELA GROWER M16 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG018N,arandela,M18,,,,métrico,ARANDELA GROWER M18 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG020N,arandela,M20,,,,métrico,ARANDELA GROWER M20 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG022N,arandela,M22,,,,métrico,ARANDELA GROWER M22 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG024N,arandela,M24,,,,métrico,ARANDELA GROWER M24 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC031N,varilla,1/8,1010.0,,,imperial,VARILLA ROSCADA 1010 1/8-UNC(40) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC039N,varilla,5/32,1010.0,,,imperial,VARILLA ROSCADA 1010 5/32-UNC(32) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC047N,varilla,3/16,1010.0,,,imperial,VARILLA ROSCADA 1010 3/16-UNC(24) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC065N,varilla,1/4,1010.0,,,imperial,VARILLA ROSCADA 1010 1/4-UNC(20) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC079N,varilla,5/16,1010.0,,,imperial,VARILLA ROSCADA 1010 5/16-UNC(18) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC095N,varilla,3/8,1010.0,,,imperial,VARILLA ROSCADA 1010 3/8-UNC(16) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC110N,varilla,7/16,1010.0,,,imperial,VARILLA ROSCADA 1010 7/16-UNC(14) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC125N,varilla,1/2,1010.0,,,imperial,VARILLA ROSCADA 1010 1/2-UNC(12) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC140N,varilla,9/16,1010.0,,,imperial,VARILLA ROSCADA 1010 9/16-UNC(12) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC160N,varilla,5/8,1010.0,,,imperial,VARILLA ROSCADA 1010 5/8-UNC(11) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC190N,varilla,3/4,1010.0,,,imperial,VARILLA ROSCADA 1010 3/4-UNC(10) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC220N,varilla,7/8,1010.0,,,imperial,VARILLA ROSCADA 1010 7/8-UNC(9) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC250N,varilla,,1010.0,,,imperial,VARILLA ROSCADA 1010 1-UNC(8) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC281N,varilla,1/8,1010.0,,,imperial,VARILLA ROSCADA 1010 1 1/8-UNC(7) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC315N,varilla,1/4,1010.0,,,imperial,VARILLA ROSCADA 1010 1 1/4-UNC(7) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC375N,varilla,1/2,1010.0,,,imperial,VARILLA ROSCADA 1010 1 1/2-UNC(6) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC440N,varilla,3/4,1010.0,,,imperial,VARILLA ROSCADA 1010 1 3/4-UNC(5) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC500N,varilla,,1010.0,,,imperial,"VARILLA ROSCADA 1010 2-UNC(4,50) NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC031Z,varilla,1/8,1010.0,,,imperial,VARILLA ROSCADA 1010 1/8-UNC(40) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC039Z,varilla,5/32,1010.0,,,imperial,VARILLA ROSCADA 1010 5/32-UNC(32) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC047Z,varilla,3/16,1010.0,,,imperial,VARILLA ROSCADA 1010 3/16-UNC(24) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC065Z,varilla,1/4,1010.0,,,imperial,VARILLA ROSCADA 1010 1/4-UNC(20) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC079Z,varilla,5/16,1010.0,,,imperial,VARILLA ROSCADA 1010 5/16-UNC(18) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC095Z,varilla,3/8,1010.0,,,imperial,VARILLA ROSCADA 1010 3/8-UNC(16) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC110Z,varilla,7/16,1010.0,,,imperial,VARILLA ROSCADA 1010 7/16-UNC(14) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC125Z,varilla,1/2,1010.0,,,imperial,VARILLA ROSCADA 1010 1/2-UNC(13) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC140Z,varilla,9/16,1010.0,,,imperial,VARILLA ROSCADA 1010 9/16-UNC(12) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC160Z,varilla,5/8,1010.0,,,imperial,VARILLA ROSCADA 1010 5/8-UNC(11) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC190Z,varilla,3/4,1010.0,,,imperial,VARILLA ROSCADA 1010 3/4-UNC(10) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC220Z,varilla,7/8,1010.0,,,imperial,VARILLA ROSCADA 1010 7/8-UNC(9) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC250Z,varilla,,1010.0,,,imperial,VARILLA ROSCADA 1010 1-UNC(8) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC281Z,varilla,1/8,1010.0,,,imperial,VARILLA ROSCADA 1010 1 1/8-UNC(7) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC315Z,varilla,1/4,1010.0,,,imperial,VARILLA ROSCADA 1010 1 1/4-UNC(7) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC375Z,varilla,1/2,1010.0,,,imperial,VARILLA ROSCADA 1010 1 1/2-UNC(6) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC440Z,varilla,3/4,1010.0,,,imperial,VARILLA ROSCADA 1010 1 3/4-UNC(5) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NC500Z,varilla,,1010.0,,,imperial,"VARILLA ROSCADA 1010 2-UNC(4,50) ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF047N,varilla,3/16,1010.0,,,imperial,VARILLA ROSCADA 1010 3/16-UNF(32) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF065N,varilla,1/4,1010.0,,,imperial,VARILLA ROSCADA 1010 1/4-UNF(28) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF079N,varilla,5/16,1010.0,,,imperial,VARILLA ROSCADA 1010 5/16-UNF(24) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF095N,varilla,3/8,1010.0,,,imperial,VARILLA ROSCADA 1010 3/8-UNF(24) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF110N,varilla,7/16,1010.0,,,imperial,VARILLA ROSCADA 1010 7/16-UNF(20) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF125N,varilla,1/2,1010.0,,,imperial,VARILLA ROSCADA 1010 1/2-UNF(20) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF140N,varilla,9/16,1010.0,,,imperial,VARILLA ROSCADA 1010 9/16-UNF(18) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF160N,varilla,5/8,1010.0,,,imperial,VARILLA ROSCADA 1010 5/8-UNF(16) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF190N,varilla,3/4,1010.0,,,imperial,VARILLA ROSCADA 1010 3/4-UNF(16) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF220N,varilla,7/8,1010.0,,,imperial,VARILLA ROSCADA 1010 7/8-UNF(14) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010NF250N,varilla,,1010.0,,,imperial,VARILLA ROSCADA 1010 1-UNF(14) NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA04N,varilla,M04,0.7,,,métrico,"VARILLA ROSCADA 1010 M04-0,7 NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA05N,varilla,M05,0.8,,,métrico,"VARILLA ROSCADA 1010 M05-0,8 NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA06N,varilla,M06,1.0,,,métrico,VARILLA ROSCADA 1010 M06-1 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA07N,varilla,M07,1.0,,,métrico,VARILLA ROSCADA 1010 M07-1 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA08N,varilla,M08,1.25,,,métrico,"VARILLA ROSCADA 1010 M08-1,25 NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA10N,varilla,M10,1.5,,,métrico,"VARILLA ROSCADA 1010 M10-1,5 NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA12N,varilla,M12,1.75,,,métrico,"VARILLA ROSCADA 1010 M12-1,75 NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA14N,varilla,M14,2.0,,,métrico,VARILLA ROSCADA 1010 M14-2 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA16N,varilla,M16,2.0,,,métrico,VARILLA ROSCADA 1010 M16-2 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA18N,varilla,M18,2.5,,,métrico,"VARILLA ROSCADA 1010 M18-2,5 NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA20N,varilla,M20,2.5,,,métrico,"VARILLA ROSCADA 1010 M20-2,5 NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA22N,varilla,M22,2.5,,,métrico,"VARILLA ROSCADA 1010 M22-2,5 NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA24N,varilla,M24,3.0,,,métrico,VARILLA ROSCADA 1010 M24-3 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA27N,varilla,M27,3.0,,,métrico,VARILLA ROSCADA 1010 M27-3 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA30N,varilla,M30,3.5,,,métrico,"VARILLA ROSCADA 1010 M30-3,5 NAT",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA04Z,varilla,M04,0.7,,,métrico,"VARILLA ROSCADA 1010 M04-0,7 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA05Z,varilla,M05,0.8,,,métrico,"VARILLA ROSCADA 1010 M05-0,8 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA06Z,varilla,M06,1.0,,,métrico,VARILLA ROSCADA 1010 M06-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA07Z,varilla,M07,1.0,,,métrico,VARILLA ROSCADA 1010 M07-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA08Z,varilla,M08,1.25,,,métrico,"VARILLA ROSCADA 1010 M08-1,25 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA10Z,varilla,M10,1.5,,,métrico,"VARILLA ROSCADA 1010 M10-1,5 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA12Z,varilla,M12,1.75,,,métrico,"VARILLA ROSCADA 1010 M12-1,75 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA14Z,varilla,M14,2.0,,,métrico,VARILLA ROSCADA 1010 M14-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA16Z,varilla,M16,2.0,,,métrico,VARILLA ROSCADA 1010 M16-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA18Z,varilla,M18,2.5,,,métrico,"VARILLA ROSCADA 1010 M18-2,5 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA20Z,varilla,M20,2.5,,,métrico,"VARILLA ROSCADA 1010 M20-2,5 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA22Z,varilla,M22,2.5,,,métrico,"VARILLA ROSCADA 1010 M22-2,5 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA24Z,varilla,M24,3.0,,,métrico,VARILLA ROSCADA 1010 M24-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA27Z,varilla,M27,3.0,,,métrico,VARILLA ROSCADA 1010 M27-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
VR1010MA30Z,varilla,M30,3.5,,,métrico,"VARILLA ROSCADA 1010 M30-3,5 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047025Z,otro,3/16,2.0,,,imperial,TIRAFONDO G2 3/16-UNC-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047032Z,otro,3/16,2.0,,,imperial,"TIRAFONDO G2 3/16-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047038Z,otro,3/16,2.0,,,imperial,"TIRAFONDO G2 3/16-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047044Z,otro,3/16,2.0,,,imperial,"TIRAFONDO G2 3/16-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047050Z,otro,3/16,2.0,,,imperial,TIRAFONDO G2 3/16-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047056Z,otro,3/16,2.0,,,imperial,"TIRAFONDO G2 3/16-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047060Z,otro,3/16,2.0,,,imperial,"TIRAFONDO G2 3/16-UNC-2,3/8 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047063Z,otro,3/16,2.0,,,imperial,"TIRAFONDO G2 3/16-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047070Z,otro,3/16,2.0,,,imperial,"TIRAFONDO G2 3/16-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC047076Z,otro,3/16,2.0,,,imperial,TIRAFONDO G2 3/16-UNC-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065025Z,otro,1/4,2.0,,,imperial,TIRAFONDO G2 1/4-UNC-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065032Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065038Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065044Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065050Z,otro,1/4,2.0,,,imperial,TIRAFONDO G2 1/4-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065056Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065060Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-2,3/8 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065063Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065070Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065076Z,otro,1/4,2.0,,,imperial,TIRAFONDO G2 1/4-UNC-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065082Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-3,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065090Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-3,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065100Z,otro,1/4,2.0,,,imperial,TIRAFONDO G2 1/4-UNC-4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065110Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-4,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065125Z,otro,1/4,2.0,,,imperial,TIRAFONDO G2 1/4-UNC-5 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065140Z,otro,1/4,2.0,,,imperial,"TIRAFONDO G2 1/4-UNC-5,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC065155Z,otro,1/4,2.0,,,imperial,TIRAFONDO G2 1/4-UNC-6 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079025Z,otro,5/16,2.0,,,imperial,TIRAFONDO G2 5/16-UNC-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079032Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079038Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079044Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079050Z,otro,5/16,2.0,,,imperial,TIRAFONDO G2 5/16-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079056Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079063Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079070Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079076Z,otro,5/16,2.0,,,imperial,TIRAFONDO G2 5/16-UNC-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079082Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-3,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079090Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-3,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079100Z,otro,5/16,2.0,,,imperial,TIRAFONDO G2 5/16-UNC-4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079110Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-4,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079125Z,otro,5/16,2.0,,,imperial,TIRAFONDO G2 5/16-UNC-5 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079140Z,otro,5/16,2.0,,,imperial,"TIRAFONDO G2 5/16-UNC-5,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC079155Z,otro,5/16,2.0,,,imperial,TIRAFONDO G2 5/16-UNC-6 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095032Z,otro,3/8,2.0,,,imperial,TIRAFONDO G2 3/8-UNC-1 1/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095038Z,otro,3/8,2.0,,,imperial,"TIRAFONDO G2 3/8-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095044Z,otro,3/8,2.0,,,imperial,"TIRAFONDO G2 3/8-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095050Z,otro,3/8,2.0,,,imperial,TIRAFONDO G2 3/8-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095056Z,otro,3/8,2.0,,,imperial,"TIRAFONDO G2 3/8-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095063Z,otro,3/8,2.0,,,imperial,"TIRAFONDO G2 3/8-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095070Z,otro,3/8,2.0,,,imperial,"TIRAFONDO G2 3/8-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095076Z,otro,3/8,2.0,,,imperial,TIRAFONDO G2 3/8-UNC-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095082Z,otro,3/8,2.0,,,imperial,"TIRAFONDO G2 3/8-UNC-3,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095090Z,otro,3/8,2.0,,,imperial,"TIRAFONDO G2 3/8-UNC-3,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095100Z,otro,3/8,2.0,,,imperial,TIRAFONDO G2 3/8-UNC-4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095110Z,otro,3/8,2.0,,,imperial,"TIRAFONDO G2 3/8-UNC-4,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095125Z,otro,3/8,2.0,,,imperial,TIRAFONDO G2 3/8-UNC-5 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095140Z,otro,3/8,2.0,,,imperial,"TIRAFONDO G2 3/8-UNC-5,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TIHG2NC095155Z,otro,3/8,2.0,,,imperial,TIRAFONDO G2 3/8-UNC-6 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APC079N,arandela,,,,,otro,ARANDELA PLANA COMUN 5/16 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APC095N,arandela,,,,,otro,ARANDELA PLANA COMUN 3/8 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APC110N,arandela,,,,,otro,ARANDELA PLANA COMUN 7/16 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APC031Z,arandela,,,,,otro,ARANDELA PLANA COMUN 1/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
