codigo,descripcion,precio_unitario,proveedor
101.101.1043,ARANDELA ALUMINIO  21.0  X  25.5  X  1.25 x 50 und.,176.6627,efepe
101.101.1044,ARANDELA ALUMINIO  22.0  X  26.0  X  1.25 x 50 und.,147.5042,efepe
101.101.1068,ARANDELA ALUMINIO  23.0  X  28.0  X  1.25 x 50 und.,191.528,efepe
101.101.1045,ARANDELA ALUMINIO  25.0  X  33.0  X  1.25 x 50 und.,250.4149,efepe
101.101.1065,ARANDELA ALUMINIO  25.5  X  29.5  X  1.25 x 50 und.,206.3911,efepe
101.101.1046,ARANDELA ALUMINIO  26.0  X  30.0  X  1.25 x 50 und.,206.3911,efepe
101.101.1047,ARANDELA ALUMINIO  26.0  X  32.0  X  1.25 x 50 und.,235.646,efepe
101.101.1066,ARANDELA ALUMINIO  26.0  X  32.0  X  2.00 x 50 und.,397.6343,efepe
101.101.1048,ARANDELA ALUMINIO  26.0  X  34.0  X  1.25 x 50 und.,265.0894,efepe
101.101.1049,ARANDELA ALUMINIO  28.0  X  34.0  X  1.25 x 50 und.,279.8582,efepe
101.101.1050,ARANDELA ALUMINIO  28.0  X  36.0  X  1.25 x 50 und.,294.6271,efepe
101.101.1067,ARANDELA ALUMINIO  28.0  X  36.0  X  2.00 x 50 und.,515.2194,efepe
101.101.1051,ARANDELA ALUMINIO  30.0  X  36.0  X  1.25 x 25 und.,279.8582,efepe
101.101.1052,ARANDELA ALUMINIO  30.0  X  36.0  X  2.00 x 25 und.,486.2494,efepe
101.101.1053,ARANDELA ALUMINIO  32.0  X  36.0  X  1.25 x 25 und.,279.8582,efepe
101.101.1054,ARANDELA ALUMINIO  32.0  X  50.0  X  1.25 x 25 und.,530.2732,efepe
101.101.1055,ARANDELA ALUMINIO  34.0  X  42.0  X  1.25 x 25 und.,382.9596,efepe
101.101.1056,ARANDELA ALUMINIO  35.0  X  41.0  X  1.25 x 25 und.,382.9596,efepe
101.101.1057,ARANDELA ALUMINIO  36.0  X  42.0  X  1.25 x 25 und.,382.9596,efepe
101.101.1058,ARANDELA ALUMINIO  38.0  X  46.0  X  1.25 x 25 und.,441.9429,efepe
101.101.1059,ARANDELA ALUMINIO  41.0  X  45.0  X  1.25 x 25 und.,427.1718,efepe
101.101.1060,ARANDELA ALUMINIO  42.0  X  50.0  X  1.25 x 25 und.,515.2194,efepe
101.101.1061,ARANDELA ALUMINIO  46.0  X  54.0  X  1.25 x 25 und.,560.0016,efepe
101.101.1062,ARANDELA ALUMINIO  52.0  X  60.0  X  1.25 x 25 und.,662.7236,efepe
101.101.1063,ARANDELA ALUMINIO  61.0  X  71.0  X  1.25 x 25 und.,957.1624,efepe
,,,efepe
,,,efepe
,Rubro: A  ARANDELA COBRE,,efepe
101.102.1000,ARANDELA COBRE  02.5  X  06.0  X  1.25 x 100 und.,143.6445,efepe
101.102.1002,ARANDELA COBRE  03.0  X  10.0  X  1.25 x 100 und.,215.4118,efepe
101.102.1001,ARANDELA COBRE  03.5  X  08.0  X  1.25 x 100 und.,179.6885,efepe
101.102.1003,ARANDELA COBRE  04.0  X  09.0  X  1.25 x 100 und.,215.4118,efepe
101.102.1004,ARANDELA COBRE  05.0  X  09.0  X  1.25 x 100 und.,203.575,efepe
101.102.1005,ARANDELA COBRE  06.0  X  08.0  X  1.25 x 100 und.,179.6885,efepe
101.102.1006,ARANDELA COBRE  06.0  X  11.0  X  1.25 x 100 und.,275.237,efepe
101.102.1007,ARANDELA COBRE  06.5  X  12.0  X  1.25 x 100 und.,275.237,efepe
101.102.1008,ARANDELA COBRE  06.5  X  13.0  X  1.25 x 100 und.,334.7374,efepe
101.102.1009,ARANDELA COBRE  06.5  X  16.0  X  1.25 x 100 und.,526.4799,efepe
101.102.1010,ARANDELA COBRE  06.5  X  20.0  X  1.25 x 100 und.,717.7881,efepe
101.102.1011,ARANDELA COBRE  07.0  X  10.0  X  1.25 x 100 und.,239.1931,efepe
101.102.1012,ARANDELA COBRE  07.0  X  14.0  X  1.25 x 100 und.,406.7222,efepe
101.102.1013,ARANDELA COBRE  08.0  X  11.0  X  1.25 x 100 und.,251.2429,efepe
101.102.1014,ARANDELA COBRE  08.0  X  13.0  X  1.25 x 100 und.,263.0777,efepe
101.102.1015,ARANDELA COBRE  08.0  X  20.0  X  1.25 x 100 und.,741.892,efepe
101.102.1017,ARANDELA COBRE  09.4  X  18.0  X  1.25 x 100 und.,550.259,efepe
101.102.1018,ARANDELA COBRE  09.5  X  14.0  X  1.25 x 100 und.,359.0543,efepe
101.102.1019,ARANDELA COBRE  09.5  X  14.0  X  2.00 x 100 und.,598.1399,efepe
101.102.1067,ARANDELA COBRE  09.7  X  13.0  X  1.25 x 100 und.,299.1236,efepe
101.102.1020,ARANDELA COBRE  10.0  X  15.0  X  1.25 x 50 und.,418.7718,efepe
101.102.1021,ARANDELA COBRE  10.0  X  19.0  X  2.00 x 50 und.,956.9812,efepe
101.102.1022,ARANDELA COBRE  10.0  X  20.0  X  1.00 x 50 und.,514.4281,efepe
101.102.1023,ARANDELA COBRE  10.0  X  21.0  X  0.50 x 50 und.,478.5992,efepe
101.102.1024,ARANDELA COBRE  10.0  X  21.0  X  1.25 x 50 und.,777.7228,efepe
101.102.1025,ARANDELA COBRE  10.0  X  21.0  X  2.00 x 50 und.,1136.5621,efepe
101.102.1026,ARANDELA COBRE  10.0  X  25.0  X  1.25 x 50 und.,1136.5621,efepe
101.102.1027,ARANDELA COBRE  11.0  X  15.0  X  1.25 x 50 und.,418.7718,efepe
101.102.1028,ARANDELA COBRE  11.0  X  20.0  X  1.25 x 50 und.,753.619,efepe
101.102.1029,ARANDELA COBRE  12.0  X  17.0  X  1.25 x 50 und.,478.5992,efepe
101.102.1030,ARANDELA COBRE  12.0  X  24.0  X  1.25 x 50 und.,1076.7369,efepe
101.102.1031,ARANDELA COBRE  12.7  X  20.0  X  1.25 x 50 und.,753.619,efepe
101.102.1032,ARANDELA COBRE  13.0  X  20.0  X  1.25 x 50 und.,682.1743,efepe
101.102.1033,ARANDELA COBRE  14.0  X  20.0  X  1.25 x 50 und.,657.7501,efepe
101.102.1034,ARANDELA COBRE  14.0  X  20.0  X  2.00 x 50 und.,956.9812,efepe
101.102.1035,ARANDELA COBRE  14.5  X  20.0  X  1.25 x 50 und.,717.7881,efepe
101.102.1036,ARANDELA COBRE  15.0  X  21.0  X  1.25 x 50 und.,777.7228,efepe
101.102.1064,ARANDELA COBRE  15.0  X  21.0  X  1.50 x 50 und.,908.993,efepe
101.102.1068,ARANDELA COBRE  15.7  X  21.0  X  2.00 x 50 und.,1136.5621,efepe
101.102.1037,ARANDELA COBRE  16.0  X  19.0  X  1.25 x 50 und.,598.1399,efepe
101.102.1038,ARANDELA COBRE  16.0  X  24.0  X  1.25 x 50 und.,1028.7487,efepe
101.102.1039,ARANDELA COBRE  17.0  X  24.0  X  1.25 x 50 und.,1016.6989,efepe
101.102.1040,ARANDELA COBRE  18.0  X  23.0  X  1.25 x 50 und.,837.3308,efepe
101.102.1041,ARANDELA COBRE  19.0  X  23.0  X  1.25 x 50 und.,956.9812,efepe
101.102.1042,ARANDELA COBRE  20.0  X  26.0  X  1.25 x 50 und.,1076.7369,efepe
101.102.1043,ARANDELA COBRE  21.0  X  25.5  X  1.25 x 50 und.,1076.7369,efepe
101.102.1044,ARANDELA COBRE  22.0  X  26.0  X  1.25 x 50 und.,956.9812,efepe
101.102.1065,ARANDELA COBRE  23.0  X  28.0  X  1.25 x 50 und.,1315.8225,efepe
101.102.1066,ARANDELA COBRE  24.0  X  32.0  X  1.25 x 50 und.,1674.4467,efepe
101.102.1045,ARANDELA COBRE  25.0  X  33.0  X  1.25 x 50 und.,1794.2044,efepe
101.102.1046,ARANDELA COBRE  26.0  X  30.0  X  1.25 x 50 und.,1435.4707,efepe
101.102.1047,ARANDELA COBRE  26.0  X  32.0  X  1.25 x 50 und.,1554.7962,efepe
101.102.1048,ARANDELA COBRE  26.0  X  34.0  X  1.25 x 50 und.,1794.2044,efepe
101.102.1050,ARANDELA COBRE  28.0  X  36.0  X  1.25 x 50 und.,2153.0437,efepe
101.102.1069,ARANDELA COBRE  28.0  X  36.0  X  2.00 x 25 und.,3109.7023,efepe
101.102.1051,ARANDELA COBRE  30.0  X  36.0  X  1.25 x 25 und.,2033.3955,efepe
101.102.1052,ARANDELA COBRE  30.0  X  36.0  X  2.00 x 25 und.,2990.2669,efepe
101.102.1053,ARANDELA COBRE  32.0  X  36.0  X  1.25 x 25 und.,2033.3955,efepe
101.102.1054,ARANDELA COBRE  32.0  X  50.0  X  1.25 x 25 und.,4186.4414,efepe
101.102.1055,ARANDELA COBRE  34.0  X  42.0  X  1.25 x 25 und.,2990.2669,efepe
101.102.1056,ARANDELA COBRE  35.0  X  41.0  X  1.25 x 25 und.,2750.9685,efepe
101.102.1057,ARANDELA COBRE  36.0  X  42.0  X  1.25 x 25 und.,2990.2669,efepe
101.102.1058,ARANDELA COBRE  38.0  X  46.0  X  1.25 x 25 und.,3109.7023,efepe
101.102.1059,ARANDELA COBRE  41.0  X  45.0  X  1.25 x 25 und.,2990.2669,efepe
101.102.1060,ARANDELA COBRE  42.0  X  50.0  X  1.25 x 25 und.,4186.4414,efepe
101.102.1061,ARANDELA COBRE  46.0  X  54.0  X  1.25 x 25 und.,4186.4414,efepe
101.102.1062,ARANDELA COBRE  52.0  X  60.0  X  1.25 x 25 und.,4784.2565,efepe
,,,efepe
,,,efepe
,Rubro: A  ARANDELA FIBRA,,efepe
101.103.1000,ARANDELA FIBRA  02.5  X  06.0  X  1.25 x 100 und.,60.3629,efepe
101.103.1028,ARANDELA FIBRA  03.0  X  06.0  X  1.25 x 100 und.,60.3629,efepe
101.103.1002,ARANDELA FIBRA  03.0  X  10.0  X  1.25 x 100 und.,68.5244,efepe
101.103.1001,ARANDELA FIBRA  03.5  X  08.0  X  1.25 x 100 und.,68.5244,efepe
101.103.1003,ARANDELA FIBRA  04.0  X  09.0  X  1.25 x 100 und.,68.5244,efepe
101.103.1004,ARANDELA FIBRA  05.0  X  09.0  X  1.25 x 100 und.,68.5244,efepe
101.103.1005,ARANDELA FIBRA  06.0  X  08.0  X  1.25 x 100 und.,68.5244,efepe
101.103.1006,ARANDELA FIBRA  06.0  X  11.0  X  1.25 x 100 und.,82.3941,efepe
101.103.1007,ARANDELA FIBRA  06.5  X  12.0  X  1.25 x 100 und.,82.3941,efepe
101.103.1009,ARANDELA FIBRA  06.5  X  16.0  X  1.25 x 100 und.,159.1685,efepe
101.103.1010,ARANDELA FIBRA  06.5  X  20.0  X  1.25 x 100 und.,205.539,efepe
101.103.1011,ARANDELA FIBRA  07.0  X  10.0  X  1.25 x 100 und.,68.5244,efepe
101.103.1012,ARANDELA FIBRA  07.0  X  14.0  X  1.25 x 100 und.,115.5594,efepe
101.103.1013,ARANDELA FIBRA  08.0  X  11.0  X  1.25 x 100 und.,82.3941,efepe
101.103.1014,ARANDELA FIBRA  08.0  X  13.0  X  1.25 x 100 und.,95.941,efepe
101.103.1015,ARANDELA FIBRA  08.0  X  20.0  X  1.25 x 100 und.,191.9937,efepe
101.103.1016,ARANDELA FIBRA  09.0  X  13.0  X  1.25 x 100 und.,82.3941,efepe
101.103.1017,ARANDELA FIBRA  09.4  X  18.0  X  1.25 x 100 und.,159.1685,efepe
101.103.1018,ARANDELA FIBRA  10.0  X  15.0  X  1.25 x 50 und.,117.9723,efepe
101.103.1019,ARANDELA FIBRA  10.0  X  21.0  X  1.25 x 50 und.,219.2087,efepe
101.103.1020,ARANDELA FIBRA  10.0  X  25.0  X  1.25 x 50 und.,274.1747,efepe
101.103.1021,ARANDELA FIBRA  11.0  X  15.0  X  1.25 x 50 und.,117.9723,efepe
101.103.1022,ARANDELA FIBRA  11.0  X  20.0  X  1.25 x 50 und.,197.621,efepe
101.103.1023,ARANDELA FIBRA  12.0  X  17.0  X  1.25 x 50 und.,137.0373,efepe
101.103.1024,ARANDELA FIBRA  12.0  X  24.0  X  1.25 x 50 und.,274.1747,efepe
101.103.1025,ARANDELA FIBRA  12.7  X  20.0  X  1.25 x 50 und.,197.621,efepe
101.103.1026,ARANDELA FIBRA  13.0  X  20.0  X  1.25 x 50 und.,178.2238,efepe
101.103.1027,ARANDELA FIBRA  14.0  X  20.0  X  1.25 x 50 und.,178.2238,efepe
101.103.1029,ARANDELA FIBRA  14.5  X  20.0  X  1.25 x 50 und.,197.621,efepe
101.103.1030,ARANDELA FIBRA  15.0  X  21.0  X  1.25 x 50 und.,213.591,efepe
101.103.1031,ARANDELA FIBRA  16.0  X  19.0  X  1.25 x 50 und.,197.621,efepe
101.103.1032,ARANDELA FIBRA  16.0  X  24.0  X  1.25 x 50 und.,252.5774,efepe
101.103.1033,ARANDELA FIBRA  17.0  X  24.0  X  1.25 x 50 und.,260.7373,efepe
101.103.1034,ARANDELA FIBRA  18.0  X  23.0  X  1.25 x 50 und.,238.3739,efepe
101.103.1035,ARANDELA FIBRA  19.0  X  23.0  X  1.25 x 50 und.,260.7373,efepe
101.103.1036,ARANDELA FIBRA  20.0  X  26.0  X  1.25 x 50 und.,301.6013,efepe
101.103.1037,ARANDELA FIBRA  21.0  X  25.5  X  1.25 x 50 und.,301.6013,efepe
101.103.1038,ARANDELA FIBRA  22.0  X  26.0  X  1.25 x 50 und.,274.1747,efepe
101.103.1039,ARANDELA FIBRA  25.0  X  33.0  X  1.25 x 50 und.,411.4217,efepe
101.103.1040,ARANDELA FIBRA  26.0  X  30.0  X  1.25 x 50 und.,356.2444,efepe
101.103.1041,ARANDELA FIBRA  26.0  X  32.0  X  1.25 x 50 und.,383.7823,efepe
101.103.1042,ARANDELA FIBRA  26.0  X  34.0  X  1.25 x 50 und.,438.74,efepe
101.103.1043,ARANDELA FIBRA  28.0  X  34.0  X  1.25 x 50 und.,438.74,efepe
101.103.1044,ARANDELA FIBRA  28.0  X  36.0  X  1.25 x 50 und.,493.2721,efepe
101.103.1045,ARANDELA FIBRA  30.0  X  36.0  X  1.25 x 25 und.,466.178,efepe
101.103.1046,ARANDELA FIBRA  32.0  X  50.0  X  1.25 x 25 und.,822.5224,efepe
101.103.1047,ARANDELA FIBRA  34.0  X  42.0  X  1.25 x 25 und.,603.1927,efepe
101.103.1048,ARANDELA FIBRA  35.0  X  41.0  X  1.25 x 25 und.,603.1927,efepe
101.103.1049,ARANDELA FIBRA  36.0  X  42.0  X  1.25 x 25 und.,603.1927,efepe
101.103.1050,ARANDELA FIBRA  38.0  X  46.0  X  1.25 x 25 und.,712.5906,efepe
101.103.1051,ARANDELA FIBRA  41.0  X  45.0  X  1.25 x 25 und.,685.2642,efepe
101.103.1052,ARANDELA FIBRA  42.0  X  50.0  X  1.25 x 25 und.,712.5906,efepe
101.103.1053,ARANDELA FIBRA  46.0  X  54.0  X  1.25 x 25 und.,822.5224,efepe
101.103.1054,ARANDELA FIBRA  52.0  X  60.0  X  1.25 x 25 und.,1041.6101,efepe
101.103.1055,ARANDELA FIBRA  61.0  X  71.0  X  1.25 x 25 und.,1425.8376,efepe
,,,efepe
,,,efepe
,Rubro: A  ARANDELA Y SEGURO,,efepe
101.104.1000,ARANDELA P/EJE 21.05 MM CHEVROLET x 10 und.,0.0,efepe
101.104.1001,ARANDELA P/EJE 20 MM CHEVROLET x 10 und.,550.0001,efepe
101.104.1002,ARANDELA P/EJE 17.09 MM CHEVROLET 400 x 10 und.,400.0001,efepe
101.104.1003,10006/9 - SEGURO MAZA CHEVROLET 54 MM,1439.2001,efepe
101.104.1005,SEGURO TUERCA MAZA CHEVROLET  54 MM,1439.2001,efepe
101.104.1007,ARANDELA ESTABILIZADOR 11.11mm x 10 und.,600.0,efepe
101.104.1010,ARANDELA P/EJE CEMENTADA 15.06 MM TAUNUS x 10 und.,480.0,efepe
101.104.1012,ARANDELA SEGURO COJINETE PALIERS F-900 x 10 und.,5596.1501,efepe
101.104.1013,ARANDELA SEGURO TUERCA CAÑONERA F-600 x 10 und.,3597.69,efepe
101.104.1015,ARANDELA SEGURO CAÑONERA D-400 x 10 und.,1599.23,efepe
101.104.1016,ARANDELA P/EJE CEMENTADA FIAT 600 x 10 und.,720.0,efepe
101.104.1018,ARANDELA P/EJE TORINO 19.07 x 10 und.,800.0,efepe
101.104.1020,ARANDELA SEGURO P/EJE 25.02 MM x 10 und.,680.0,efepe
101.104.1022,ARANDELA SEGURO ARAÑA BEDFORD 58 MM x 10 und.,1679.2301,efepe
101.104.1023,ARANDELA SEGURO ARAÑA BEDFORD 58 MM x 10 und.,1679.2301,efepe
101.104.1024,ARANDELA P/EJE CEMENTADA M BENZ x 10 und.,2638.46,efepe
101.104.1025,ARANDELA SEGURO ARAÑA M BENZ L 608 x 10 und.,0.0,efepe
101.104.1027,ARANDELA CAÑONERA M BENZ 3500 x 5 und.,1199.2301,efepe
101.104.1028,ARANDELA SEGURO TUERCA ARAÑA M BENZ 60.5M x 10 und.,1599.23,efepe
101.104.1029,ARANDELA SEGURO ARAÑA M BENZ 1112 x 10 und.,1599.23,efepe
101.104.1030,ARANDELA SEGURO TUERCA MAZA 62.05 REFORMA MB 1112 x 10 und.,1439.2301,efepe
101.104.1031,ARANDELA DEFLECTOR CIGUEÑAL 50.05 MM x 10 und.,616.05,efepe
101.104.1032,ARANDELA P/EJE CEMENTADA 18.01 PEUGEOT 504-505 x 10 und.,1119.23,efepe
101.105.1000,CASQUILLO P/SOLDAR 7/16 x 10 Un.,1670.7409,efepe
101.105.1001,CASQUILLO P/SOLDAR 1/2 (cant.10),1670.7409,efepe
,,,efepe
,,,efepe
,Rubro: B  ARANDELA BISELADA,,efepe
101.107.1014,ARANDELA BISELADA DORADA   5 x 200 und.,94.346688,efepe
101.107.1018,ARANDELA BISELADA DORADA   6 x 200 und.,123.46437,efepe
101.107.1019,ARANDELA BISELADA DORADA   7 x 200 und.,272.774265,efepe
101.107.1022,ARANDELA BISELADA DORADA   8 x 200 und.,163.06758,efepe
101.107.1003,ARANDELA BISELADA DORADA  10 x 100 und.,201.11469,efepe
101.107.1004,ARANDELA BISELADA DORADA  12  x 100 und,317.595069,efepe
101.107.1005,ARANDELA BISELADA DORADA  14 x 100 und.,508.616483,efepe
101.107.1006,ARANDELA BISELADA DORADA  16  x 50 und,760.98365,efepe
101.107.1007,ARANDELA BISELADA DORADA  18 x 50 und.,912.398072,efepe
101.107.1008,ARANDELA BISELADA DORADA  20 x 50 und.,908.518023,efepe
101.107.1009,ARANDELA BISELADA DORADA  22 x 25 und.,1382.3595,efepe
101.107.1010,ARANDELA BISELADA DORADA  24 x 25 und.,1365.9951,efepe
101.107.1000,ARANDELA BISELADA PLATEADA  1 x 25 und.,4124.2865,efepe
101.107.1001,ARANDELA BISELADA PLATEADA  1/2 x 100 und.,400.673091,efepe
101.107.1002,ARANDELA BISELADA PLATEADA  1/4 x 200 und.,123.850878,efepe
101.107.1011,ARANDELA BISELADA PLATEADA  3/16 x 200 und.,94.346688,efepe
101.107.1012,ARANDELA BISELADA PLATEADA  3/4 x 50 und.,908.518023,efepe
101.107.1013,ARANDELA BISELADA PLATEADA  3/8 x 200 und.,201.89305499999998,efepe
101.107.1015,ARANDELA BISELADA PLATEADA  5/16 x 200 und.,163.06758,efepe
101.107.1017,ARANDELA BISELADA PLATEADA  5/8 x 50 und.,760.98365,efepe
101.107.1020,ARANDELA BISELADA PLATEADA  7/16 x 100 und.,264.014256,efepe
101.107.1021,ARANDELA BISELADA PLATEADA  7/8 x 25 und.,1382.3595,efepe
101.107.1023,ARANDELA BISELADA PLATEADA  9/16 x 100 und.,508.619366,efepe
,,,efepe
,,,efepe
,Rubro: B  ARANDELA GROWER,,efepe
101.110.1000,ARANDELA GROWER 3/16 x 2500 und.,3.9558139,efepe
101.110.1001,ARANDELA GROWER 1/4 x 2000 und.,13.3285936,efepe
101.110.1002,ARANDELA GROWER 5/16 x 1500 und.,21.431943200000003,efepe
101.110.1003,ARANDELA GROWER 3/8 x 1000 und.,32.8888928,efepe
101.110.1004,ARANDELA GROWER 7/16 x 600 und.,46.876507,efepe
101.110.1005,ARANDELA GROWER 1/2 x 500 und.,66.6974473,efepe
101.110.1006,ARANDELA GROWER 9/16 x 400 und.,90.383939,efepe
101.110.1007,ARANDELA GROWER 5/8 x 250 und.,122.58545339999999,efepe
101.110.1008,ARANDELA GROWER 3/4 x 100 und.,201.1992276,efepe
101.110.1009,ARANDELA GROWER 7/8 x 100 und.,311.72105,efepe
101.110.1010,ARANDELA GROWER 1'' (cant.50/500),450.9902303,efepe
101.110.1011,ARANDELA GROWER MIL  6 x 2000 und.,10.7235765,efepe
101.110.1012,ARANDELA GROWER MIL  7 x 2000 und.,10.9789128,efepe
101.110.1013,ARANDELA GROWER MIL  8 x 1500 und.,17.1916524,efepe
101.110.1014,ARANDELA GROWER MIL 10 x 1000 und.,26.2131348,efepe
101.110.1015,ARANDELA GROWER MIL 12 x 500 und.,38.8942635,efepe
101.110.1016,ARANDELA GROWER MIL 14 x 400 und.,61.1919329,efepe
101.110.1017,ARANDELA GROWER MIL 16 x 250 und.,91.6202003,efepe
101.110.1018,ARANDELA GROWER MIL 18  x 200 und.,100.216568,efepe
101.110.1019,ARANDELA GROWER MIL 20 x 100 und.,156.8544924,efepe
101.110.1020,ARANDELA GROWER MIL 22 x 100 und.,165.537336,efepe
101.110.1021,ARANDELA GROWER MIL 24 x 100 und.,261.5383386,efepe
,,,efepe
101.111.1001,ARANDELA PLANA ASTM F436  (12) 1/2 x 50/500 und.,185.10205200000001,efepe
101.111.1003,ARANDELA PLANA ASTM F436  (16) 5/8 x 50 und.,341.357031,efepe
101.111.1002,ARANDELA PLANA ASTM F436  (19) 3/4 x 50/1000 und.,415.878636,efepe
101.111.1004,ARANDELA PLANA ASTM F436  (22) 7/8 x 50 und.,653.866989,efepe
101.111.1000,ARANDELA PLANA ASTM F436  (25) 1' x 50 und.,819.7376579999999,efepe
,,,efepe
,,,efepe
,Rubro: B  ARANDELA PLANA DORADA,,efepe
101.112.1000,ARANDELA  PLANA DR (05) 3/16 (cant.2kg),18126.8391,efepe
101.112.1001,ARANDELA  PLANA DR (06) 1/4 (cant.2kg),15960.32,efepe
101.112.1002,ARANDELA  PLANA DR (08) 5/16 (cant.2kg),10970.2227,efepe
101.112.1003,ARANDELA  PLANA DR (10) 3/8 (cant.2kg),12180.242,efepe
101.112.1004,ARANDELA  PLANA DR (11) 7/16 (cant.2kg),11304.1689,efepe
101.112.1005,ARANDELA  PLANA DR (12) 1/2 (cant.2kg),10611.0448,efepe
101.112.1006,ARANDELA  PLANA DR (14) 9/16 (cant.2kg),9803.3917,efepe
101.112.1007,ARANDELA  PLANA DR (16) 5/8 (cant.2kg),9803.3917,efepe
101.112.1008,ARANDELA  PLANA DR (19) 3/4 (cant.2kg),9257.5193,efepe
