codigo,descripcion_original,descripcion_borroni
>BHG5MA24190D,BULON HEXAGONAL (8.8) M24-3-190 DICRO,
>BHG5MA24200D,BULON HEXAGONAL (8.8) M24-3-200 DICRO,
>BHG5MB10020D,"BULON HEXAGONAL (8.8) M10-1,25-20 DICRO",
>BHG5MB10025D,"BULON HEXAGONAL (8.8) M10-1,25-25 DICRO",
>BHG5MB10030D,"BULON HEXAGONAL (8.8) M10-1,25-30 DICRO",
>BHG5MB10035D,"BULON HEXAGONAL (8.8) M10-1,25-35 DICRO",
>BHG5MB10040D,"BULON HEXAGONAL (8.8) M10-1,25-40 DICRO",
>BHG5MB10045D,"BULON HEXAGONAL (8.8) M10-1,25-45 DICRO",
>BHG5MB10050D,"BULON HEXAGONAL (8.8) M10-1,25-50 DICRO",
>BHG5MB10055D,"BULON HEXAGONAL (8.8) M10-1,25-55 DICRO",
>BHG5MB10060D,"BULON HEXAGONAL (8.8) M10-1,25-60 DICRO",
>BHG5MB10070D,"BULON HEXAGONAL (8.8) M10-1,25-70 DICRO",
>BHG5MB10080D,"BULON HEXAGONAL (8.8) M10-1,25-80 DICRO",
>BHG5MB10090D,"BULON HEXAGONAL (8.8) M10-1,25-90 DICRO",
>BHG5MB10100D,"BULON HEXAGONAL (8.8) M10-1,25-100 DICRO",
>BHG5MB10105D,"BULON HEXAGONAL (8.8) M10-1,25-105 DICRO",
>BHG5MB10110D,"BULON HEXAGONAL (8.8) M10-1,25-110 DICRO",
>BHG5MB10120D,"BULON HEXAGONAL (8.8) M10-1,25-120 DICRO",
>BHG5MB12020D,"BULON HEXAGONAL (8.8) M12-1,5-20 DICRO",
>BHG5MB12025D,"BULON HEXAGONAL (8.8) M12-1,5-25 DICRO",
>BHG5MB12030D,"BULON HEXAGONAL (8.8) M12-1,5-30 DICRO",
>BHG5MB12035D,"BULON HEXAGONAL (8.8) M12-1,5-35 DICRO",
>BHG5MB12040D,"BULON HEXAGONAL (8.8) M12-1,5-40 DICRO",
>BHG5MB12045D,"BULON HEXAGONAL (8.8) M12-1,5-45 DICRO",
>BHG5MB12050D,"BULON HEXAGONAL (8.8) M12-1,5-50 DICRO",
>BHG5MB12055D,"BULON HEXAGONAL (8.8) M12-1,5-55 DICRO",
>BHG5MB12060D,"BULON HEXAGONAL (8.8) M12-1,5-60 DICRO",
>BHG5MB12065D,"BULON HEXAGONAL (8.8) M12-1,5-65 DICRO",
>BHG5MB12070D,"BULON HEXAGONAL (8.8) M12-1,5-70 DICRO",
>BHG5MB12075D,"BULON HEXAGONAL (8.8) M12-1,5-75 DICRO",
>BHG5MB12080D,"BULON HEXAGONAL (8.8) M12-1,5-80 DICRO",
>BHG5MB12090D,"BULON HEXAGONAL (8.8) M12-1,5-90 DICRO",
>BHG5MB12100D,"BULON HEXAGONAL (8.8) M12-1,5-100 DICRO",
>BHG5MB12110D,"BULON HEXAGONAL (8.8) M12-1,5-110 DICRO",
>BHG5MB12120D,"BULON HEXAGONAL (8.8) M12-1,5-120 DICRO",
>BHG5MB12130D,"BULON HEXAGONAL (8.8) M12-1,5-130 DICRO",
>BHG5MB12140D,"BULON HEXAGONAL (8.8) M12-1,5-140 DICRO",
>BHG5MB12150D,"BULON HEXAGONAL (8.8) M12-1,5-150 DICRO",
>BHG5MB12085D,"BULON HEXAGONAL (8.8) M12-1,5-85 DICRO",
>BHG5MB12095D,"BULON HEXAGONAL (8.8) M12-1,5-95 DICRO",
>BHG5MB14025D,"BULON HEXAGONAL (8.8) M14-1,5-25 DICRO",
>BHG5MB14030D,"BULON HEXAGONAL (8.8) M14-1,5-30 DICRO",
>BHG5MB14035D,"BULON HEXAGONAL (8.8) M14-1,5-35 DICRO",
>BHG5MB14040D,"BULON HEXAGONAL (8.8) M14-1,5-40 DICRO",
>BHG5MB14045D,"BULON HEXAGONAL (8.8) M14-1,5-45 DICRO",
>BHG5MB14050D,"BULON HEXAGONAL (8.8) M14-1,5-50 DICRO",
>BHG5MB14055D,"BULON HEXAGONAL (8.8) M14-1,5-55 DICRO",
>BHG5MB14060D,"BULON HEXAGONAL (8.8) M14-1,5-60 DICRO",
>BHG5MB14065D,"BULON HEXAGONAL (8.8) M14-1,5-65 DICRO",
>BHG5MB14070D,"BULON HEXAGONAL (8.8) M14-1,5-70 DICRO",
>BHG5MB14075D,"BULON HEXAGONAL (8.8) M14-1,5-75 DICRO",
>BHG5MB14080D,"BULON HEXAGONAL (8.8) M14-1,5-80 DICRO",
>BHG5MB14085D,"BULON HEXAGONAL (8.8) M14-1,5-85 DICRO",
>BHG5MB14090D,"BULON HEXAGONAL (8.8) M14-1,5-90 DICRO",
>BHG5MB14095D,"BULON HEXAGONAL (8.8) M14-1,5-95 DICRO",
>BHG5MB14100D,"BULON HEXAGONAL (8.8) M14-1,5-100 DICRO",
>BHG5MB14110D,"BULON HEXAGONAL (8.8) M14-1,5-110 DICRO",
>BHG5MB14120D,"BULON HEXAGONAL (8.8) M14-1,5-120 DICRO",
>BHG5MB14130D,"BULON HEXAGONAL (8.8) M14-1,5-130 DICRO",
>BHG5MB14140D,"BULON HEXAGONAL (8.8) M14-1,5-140 DICRO",
>BHG5MB14150D,"BULON HEXAGONAL (8.8) M14-1,5-150 DICRO",
>BHG5MB16025D,"BULON HEXAGONAL (8.8) M16-1,5-25 DICRO",
>BHG5MB16030D,"BULON HEXAGONAL (8.8) M16-1,5-30 DICRO",
>BHG5MB16035D,"BULON HEXAGONAL (8.8) M16-1,5-35 DICRO",
>BHG5MB16040D,"BULON HEXAGONAL (8.8) M16-1,5-40 DICRO",
>BHG5MB16045D,"BULON HEXAGONAL (8.8) M16-1,5-45 DICRO",
>BHG5MB16050D,"BULON HEXAGONAL (8.8) M16-1,5-50 DICRO",
>BHG5MB16055D,"BULON HEXAGONAL (8.8) M16-1,5-55 DICRO",
>BHG5MB16060D,"BULON HEXAGONAL (8.8) M16-1,5-60 DICRO",
>BHG5MB16065D,"BULON HEXAGONAL (8.8) M16-1,5-65 DICRO",
>BHG5MB16070D,"BULON HEXAGONAL (8.8) M16-1,5-70 DICRO",
>BHG5MB16075D,"BULON HEXAGONAL (8.8) M16-1,5-75 DICRO",
>BHG5MB16080D,"BULON HEXAGONAL (8.8) M16-1,5-80 DICRO",
>BHG5MB16085D,"BULON HEXAGONAL (8.8) M16-1,5-85 DICRO",
>BHG5MB16090D,"BULON HEXAGONAL (8.8) M16-1,5-90 DICRO",
>BHG5MB16100D,"BULON HEXAGONAL (8.8) M16-1,5-100 DICRO",
>BHG5MB16105D,"BULON HEXAGONAL (8.8) M16-1,5-105 DICRO",
>BHG5MB16110D,"BULON HEXAGONAL (8.8) M16-1,5-110 DICRO",
>BHG5MB16120D,"BULON HEXAGONAL (8.8) M16-1,5-120 DICRO",
>BHG5MB16130D,"BULON HEXAGONAL (8.8) M16-1,5-130 DICRO",
>BHG5MB16140D,"BULON HEXAGONAL (8.8) M16-1,5-140 DICRO",
>BHG5MB16150D,"BULON HEXAGONAL (8.8) M16-1,5-150 DICRO",
>BHG5MB18025D,"BULON HEXAGONAL (8.8) M18-1,5-25 DICRO",
>BHG5MB18030D,"BULON HEXAGONAL (8.8) M18-1,5-30 DICRO",
>BHG5MB18035D,"BULON HEXAGONAL (8.8) M18-1,5-35 DICRO",
>BHG5MB18040D,"BULON HEXAGONAL (8.8) M18-1,5-40 DICRO",
>BHG5MB18045D,"BULON HEXAGONAL (8.8) M18-1,5-45 DICRO",
>BHG5MB18050D,"BULON HEXAGONAL (8.8) M18-1,5-50 DICRO",
>BHG5MB18055D,"BULON HEXAGONAL (8.8) M18-1,5-55 DICRO",
>BHG5MB18060D,"BULON HEXAGONAL (8.8) M18-1,5-60 DICRO",
>BHG5MB18065D,"BULON HEXAGONAL (8.8) M18-1,5-65 DICRO",
>BHG5MB18070D,"BULON HEXAGONAL (8.8) M18-1,5-70 DICRO",
>BHG5MB18075D,"BULON HEXAGONAL (8.8) M18-1,5-75 DICRO",
>BHG5MB18080D,"BULON HEXAGONAL (8.8) M18-1,5-80 DICRO",
>BHG5MB18090D,"BULON HEXAGONAL (8.8) M18-1,5-90 DICRO",
>BHG5MB18100D,"BULON HEXAGONAL (8.8) M18-1,5-100 DICRO",
>BHG5MB18110D,"BULON HEXAGONAL (8.8) M18-1,5-110 DICRO",
>BHG5MB18120D,"BULON HEXAGONAL (8.8) M18-1,5-120 DICRO",
>BHG5MB18130D,"BULON HEXAGONAL (8.8) M18-1,5-130 DICRO",
>BHG5MB18140D,"BULON HEXAGONAL (8.8) M18-1,5-140 DICRO",
>BHG5MB18150D,"BULON HEXAGONAL (8.8) M18-1,5-150 DICRO",
>BHG5MB20030D,"BULON HEXAGONAL (8.8) M20-1,5-30 DICRO",
>BHG5MB20035D,"BULON HEXAGONAL (8.8) M20-1,5-35 DICRO",
>BHG5MB20040D,"BULON HEXAGONAL (8.8) M20-1,5-40 DICRO",
>BHG5MB20045D,"BULON HEXAGONAL (8.8) M20-1,5-45 DICRO",
>BHG5MB20050D,"BULON HEXAGONAL (8.8) M20-1,5-50 DICRO",
>BHG5MB20055D,"BULON HEXAGONAL (8.8) M20-1,5-55 DICRO",
>BHG5MB20060D,"BULON HEXAGONAL (8.8) M20-1,5-60 DICRO",
>BHG5MB20065D,"BULON HEXAGONAL (8.8) M20-1,5-65 DICRO",
>BHG5MB20070D,"BULON HEXAGONAL (8.8) M20-1,5-70 DICRO",
>BHG5MB20075D,"BULON HEXAGONAL (8.8) M20-1,5-75 DICRO",
>BHG5MB20080D,"BULON HEXAGONAL (8.8) M20-1,5-80 DICRO",
>BHG5MB20090D,"BULON HEXAGONAL (8.8) M20-1,5-90 DICRO",
>BHG5MB20100D,"BULON HEXAGONAL (8.8) M20-1,5-100 DICRO",
>BHG5MB20110D,"BULON HEXAGONAL (8.8) M20-1,5-110 DICRO",
>BHG5MB20120D,"BULON HEXAGONAL (8.8) M20-1,5-120 DICRO",
>BHG5MB20130D,"BULON HEXAGONAL (8.8) M20-1,5-130 DICRO",
>BHG5MB20140D,"BULON HEXAGONAL (8.8) M20-1,5-140 DICRO",
>BHG5MB20150D,"BULON HEXAGONAL (8.8) M20-1,5-150 DICRO",
>BHG5MB22050D,"BULON HEXAGONAL (8.8) M22-1,5-50 DICRO",
>BHG5MB22055D,"BULON HEXAGONAL (8.8) M22-1,5-55 DICRO",
>BHG5MB22060D,"BULON HEXAGONAL (8.8) M22-1,5-60 DICRO",
>BHG5MB22065D,"BULON HEXAGONAL (8.8) M22-1,5-65 DICRO",
>BHG5MB22070D,"BULON HEXAGONAL (8.8) M22-1,5-70 DICRO",
>BHG5MB22080D,"BULON HEXAGONAL (8.8) M22-1,5-80 DICRO",
>BHG5MB22090D,"BULON HEXAGONAL (8.8) M22-1,5-90 DICRO",
>BHG5MB22100D,"BULON HEXAGONAL (8.8) M22-1,5-100 DICRO",
>BHG5MB22110D,"BULON HEXAGONAL (8.8) M22-1,5-110 DICRO",
>BHG5MB22120D,"BULON HEXAGONAL (8.8) M22-1,5-120 DICRO",
>BHG5MB22130D,"BULON HEXAGONAL (8.8) M22-1,5-130 DICRO",
>BHG5MB22140D,"BULON HEXAGONAL (8.8) M22-1,5-140 DICRO",
>BHG5MB22150D,"BULON HEXAGONAL (8.8) M22-1,5-150 DICRO",
>BHG5MB22160D,"BULON HEXAGONAL (8.8) M22-1,5-160 DICRO",
>BHG5MB22170D,"BULON HEXAGONAL (8.8) M22-1,5-170 DICRO",
>BHG5MB24050D,BULON HEXAGONAL (8.8) M24-2-50 DICRO,
>BHG5MB24055D,BULON HEXAGONAL (8.8) M24-2-55 DICRO,
>BHG5MB24060D,BULON HEXAGONAL (8.8) M24-2-60 DICRO,
>BHG5MB24065D,BULON HEXAGONAL (8.8) M24-2-65 DICRO,
>BHG5MB24070D,BULON HEXAGONAL (8.8) M24-2-70 DICRO,
>BHG5MB24080D,BULON HEXAGONAL (8.8) M24-2-80 DICRO,
>BHG5MB24100D,BULON HEXAGONAL (8.8) M24-2-100 DICRO,
>BHG5MB24110D,BULON HEXAGONAL (8.8) M24-2-110 DICRO,
>BHG5MB24120D,BULON HEXAGONAL (8.8) M24-2-120 DICRO,
>BHG5MB24130D,BULON HEXAGONAL (8.8) M24-2-130 DICRO,
>BHG5MB24140D,BULON HEXAGONAL (8.8) M24-2-140 DICRO,
>BHG5MB24150D,BULON HEXAGONAL (8.8) M24-2-150 DICRO,
>BHG5MB24160D,BULON HEXAGONAL (8.8) M24-2-160 DICRO,
>BHG5MB24170D,BULON HEXAGONAL (8.8) M24-2-170 DICRO,
>BHG5NC065012D,BULON HEXAGONAL G5 1/4-UNC-1/2 DICRO,
>BHG5NC065016D,BULON HEXAGONAL G5 1/4-UNC-5/8 DICRO,
>BHG5NC065019D,BULON HEXAGONAL G5 1/4-UNC-3/4 DICRO,
>BHG5NC065022D,BULON HEXAGONAL G5 1/4-UNC-7/8 DICRO,
>BHG5NC065025D,BULON HEXAGONAL G5 1/4-UNC-1 DICRO,
>BHG5NC065032D,"BULON HEXAGONAL G5 1/4-UNC-1,1/4 DICRO",
>BHG5NC065038D,"BULON HEXAGONAL G5 1/4-UNC-1,1/2 DICRO",
>BHG5NC065044D,"BULON HEXAGONAL G5 1/4-UNC-1,3/4 DICRO",
>BHG5NC065050D,BULON HEXAGONAL G5 1/4-UNC-2 DICRO,
>BHG5NC065056D,"BULON HEXAGONAL G5 1/4-UNC-2,1/4 DICRO",
>BHG5NC065063D,"BULON HEXAGONAL G5 1/4-UNC-2,1/2 DICRO",
>BHG5NC065070D,"BULON HEXAGONAL G5 1/4-UNC-2,3/4 DICRO",
>BHG5NC065076D,BULON HEXAGONAL G5 1/4-UNC-3 DICRO,
>BHG5NC065082D,"BULON HEXAGONAL G5 1/4-UNC-3,1/4 DICRO",
>BHG5NC065090D,"BULON HEXAGONAL G5 1/4-UNC-3,1/2 DICRO",
>BHG5NC065100D,BULON HEXAGONAL G5 1/4-UNC-4 DICRO,
>BHG5NC065110D,"BULON HEXAGONAL G5 1/4-UNC-4,1/2 DICRO",
>BHG5NC065125D,BULON HEXAGONAL G5 1/4-UNC-5 DICRO,
>BHG5NC079012D,BULON HEXAGONAL G5 5/16-UNC-1/2 DICRO,
>BHG5NC079016D,BULON HEXAGONAL G5 5/16-UNC-5/8 DICRO,
>BHG5NC079019D,BULON HEXAGONAL G5 5/16-UNC-3/4 DICRO,
>BHG5NC079022D,BULON HEXAGONAL G5 5/16-UNC-7/8 DICRO,
>BHG5NC079025D,BULON HEXAGONAL G5 5/16-UNC-1/ DICRO,
>BHG5NC079032D,"BULON HEXAGONAL G5 5/16-UNC-1,1/4 DICRO",
>BHG5NC079038D,"BULON HEXAGONAL G5 5/16-UNC-1,1/2 DICRO",
>BHG5NC079044D,"BULON HEXAGONAL G5 5/16-UNC-1,3/4 DICRO",
>BHG5NC079050D,BULON HEXAGONAL G5 5/16-UNC-2 DICRO,
>BHG5NC079056D,"BULON HEXAGONAL G5 5/16-UNC-2,1/4 DICRO",
>BHG5NC079063D,"BULON HEXAGONAL G5 5/16-UNC-2,1/2 DICRO",
>BHG5NC079070D,"BULON HEXAGONAL G5 5/16-UNC-2,3/4 DICRO",
>BHG5NC079076D,BULON HEXAGONAL G5 5/16-UNC-3 DICRO,
>BHG5NC079082D,"BULON HEXAGONAL G5 5/16-UNC-3,1/4 DICRO",
>BHG5NC079090D,"BULON HEXAGONAL G5 5/16-UNC-3,1/2 DICRO",
>BHG5NC079100D,BULON HEXAGONAL G5 5/16-UNC-4 DICRO,
>BHG5NC079110D,"BULON HEXAGONAL G5 5/16-UNC-4,1/2 DICRO",
>BHG5NC079125D,BULON HEXAGONAL G5 5/16-UNC-5 DICRO,
>BHG5NC079140D,"BULON HEXAGONAL G5 5/16-UNC-5,1/2 DICRO",
>BHG5NC079155D,BULON HEXAGONAL G5 5/16-UNC-6 DICRO,
>BHG5NC079175D,BULON HEXAGONAL G5 5/16-UNC-7 DICRO,
>BHG5NC079200D,BULON HEXAGONAL G5 5/16-UNC-8 DICRO,
>BHG5NC095012D,BULON HEXAGONAL G5 3/8-UNC-1/2 DICRO,
>BHG5NC095016D,BULON HEXAGONAL G5 3/8-UNC-5/8 DICRO,
>BHG5NC095019D,BULON HEXAGONAL G5 3/8-UNC-3/4 DICRO,
>BHG5NC095022D,BULON HEXAGONAL G5 3/8-UNC-7/8 DICRO,
>BHG5NC095025D,BULON HEXAGONAL G5 3/8-UNC-1 DICRO,
>BHG5NC095032D,"BULON HEXAGONAL G5 3/8-UNC-1,1/4 DICRO",
>BHG5NC095038D,"BULON HEXAGONAL G5 3/8-UNC-1,1/2 DICRO",
>BHG5NC095044D,"BULON HEXAGONAL G5 3/8-UNC-1,3/4 DICRO",
>BHG5NC095050D,BULON HEXAGONAL G5 3/8-UNC-2 DICRO,
>BHG5NC095056D,"BULON HEXAGONAL G5 3/8-UNC-2,1/4 DICRO",
>BHG5NC095063D,"BULON HEXAGONAL G5 3/8-UNC-2,1/2 DICRO",
>BHG5NC095070D,"BULON HEXAGONAL G5 3/8-UNC-2,3/4 DICRO",
>BHG5NC095076D,BULON HEXAGONAL G5 3/8-UNC-3 DICRO,
>BHG5NC095082D,"BULON HEXAGONAL G5 3/8-UNC-3,1/4 DICRO",
>BHG5NC095090D,"BULON HEXAGONAL G5 3/8-UNC-3,1/2 DICRO",
>BHG5NC095100D,BULON HEXAGONAL G5 3/8-UNC-4 DICRO,
>BHG5NC095110D,"BULON HEXAGONAL G5 3/8-UNC-4,1/2 DICRO",
>BHG5NC095125D,BULON HEXAGONAL G5 3/8-UNC-5 DICRO,
>BHG5NC095140D,"BULON HEXAGONAL G5 3/8-UNC-5,1/2 DICRO",
>BHG5NC095155D,BULON HEXAGONAL G5 3/8-UNC-6 DICRO,
>BHG5NC095175D,BULON HEXAGONAL G5 3/8-UNC-7 DICRO,
>BHG5NC095200D,BULON HEXAGONAL G5 3/8-UNC-8 DICRO,
>BHG5NC110019D,BULON HEXAGONAL G5 7/16-UNC-3/4 DICRO,
>BHG5NC110022D,BULON HEXAGONAL G5 7/16-UNC-7/8 DICRO,
>BHG5NC110025D,BULON HEXAGONAL G5 7/16-UNC-1 DICRO,
>BHG5NC110032D,"BULON HEXAGONAL G5 7/16-UNC-1,1/4 DICRO",
>BHG5NC110038D,"BULON HEXAGONAL G5 7/16-UNC-1,1/2 DICRO",
>BHG5NC110044D,"BULON HEXAGONAL G5 7/16-UNC-1,3/4 DICRO",
>BHG5NC110050D,BULON HEXAGONAL G5 7/16-UNC-2 DICRO,
>BHG5NC110056D,"BULON HEXAGONAL G5 7/16-UNC-2,1/4 DICRO",
>BHG5NC110063D,"BULON HEXAGONAL G5 7/16-UNC-2,1/2 DICRO",
>BHG5NC110070D,"BULON HEXAGONAL G5 7/16-UNC-2,3/4 DICRO",
>BHG5NC110076D,BULON HEXAGONAL G5 7/16-UNC-3 DICRO,
>BHG5NC110082D,"BULON HEXAGONAL G5 7/16-UNC-3,1/4 DICRO",
>BHG5NC110090D,"BULON HEXAGONAL G5 7/16-UNC-3,1/2 DICRO",
>BHG5NC110096D,"BULON HEXAGONAL G5 7/16-UNC-3,3/4 DICRO",
>BHG5NC110100D,BULON HEXAGONAL G5 7/16-UNC-4 DICRO,
>BHG5NC110110D,"BULON HEXAGONAL G5 7/16-UNC-4,1/2 DICRO",
>BHG5NC110125D,BULON HEXAGONAL G5 7/16-UNC-5 DICRO,
>BHG5NC110140D,"BULON HEXAGONAL G5 7/16-UNC-5,1/2 DICRO",
>BHG5NC110155D,BULON HEXAGONAL G5 7/16-UNC-6 DICRO,
>BHG5NC125019D,BULON HEXAGONAL G5 1/2-UNC-3/4 DICRO,
>BHG5NC125022D,BULON HEXAGONAL G5 1/2-UNC-7/8 DICRO,
>BHG5NC125025D,BULON HEXAGONAL G5 1/2-UNC-1 DICRO,
>BHG5NC125032D,"BULON HEXAGONAL G5 1/2-UNC-1,1/4 DICRO",
>BHG5NC125038D,"BULON HEXAGONAL G5 1/2-UNC-1,1/2 DICRO",
>BHG5NC125044D,"BULON HEXAGONAL G5 1/2-UNC-1,3/4 DICRO",
>BHG5NC125050D,BULON HEXAGONAL G5 1/2-UNC-2 DICRO,
>BHG5NC125056D,"BULON HEXAGONAL G5 1/2-UNC-2,1/4 DICRO",
>BHG5NC125063D,"BULON HEXAGONAL G5 1/2-UNC-2,1/2 DICRO",
>BHG5NC125070D,"BULON HEXAGONAL G5 1/2-UNC-2,3/4 DICRO",
>BHG5NC125076D,BULON HEXAGONAL G5 1/2-UNC-3 DICRO,
>BHG5NC125082D,"BULON HEXAGONAL G5 1/2-UNC-3,1/4 DICRO",
>BHG5NC125090D,"BULON HEXAGONAL G5 1/2-UNC-3,1/2 DICRO",
>BHG5NC125100D,BULON HEXAGONAL G5 1/2-UNC-4 DICRO,
>BHG5NC125110D,"BULON HEXAGONAL G5 1/2-UNC-4,1/2 DICRO",
>BHG5NC125125D,BULON HEXAGONAL G5 1/2-UNC-5 DICRO,
>BHG5NC125140D,"BULON HEXAGONAL G5 1/2-UNC-5,1/2 DICRO",
>BHG5NC125155D,BULON HEXAGONAL G5 1/2-UNC-6 DICRO,
>BHG5NC125175D,BULON HEXAGONAL G5 1/2-UNC-7 DICRO,
>BHG5NC125200D,BULON HEXAGONAL G5 1/2-UNC-8 DICRO,
>BHG5NC140025D,BULON HEXAGONAL G5 9/16-UNC-1 DICRO,
>BHG5NC140032D,"BULON HEXAGONAL G5 9/16-UNC-1,1/4 DICRO",
>BHG5NC140038D,"BULON HEXAGONAL G5 9/16-UNC-1,1/2 DICRO",
>BHG5NC140044D,"BULON HEXAGONAL G5 9/16-UNC-1,3/4 DICRO",
>BHG5NC140050D,BULON HEXAGONAL G5 9/16-UNC-2 DICRO,
>BHG5NC140056D,"BULON HEXAGONAL G5 9/16-UNC-2,1/4 DICRO",
>BHG5NC140063D,"BULON HEXAGONAL G5 9/16-UNC-2,1/2 DICRO",
>BHG5NC140070D,"BULON HEXAGONAL G5 9/16-UNC-2,3/4 DICRO",
>BHG5NC140076D,BULON HEXAGONAL G5 9/16-UNC-3 DICRO,
>BHG5NC140082D,"BULON HEXAGONAL G5 9/16-UNC-3,1/4 DICRO",
>BHG5NC140090D,"BULON HEXAGONAL G5 9/16-UNC-3,1/2 DICRO",
>BHG5NC140100D,BULON HEXAGONAL G5 9/16-UNC-4 DICRO,
>BHG5NC140110D,"BULON HEXAGONAL G5 9/16-UNC-4,1/2 DICRO",
>BHG5NC140125D,BULON HEXAGONAL G5 9/16-UNC-5 DICRO,
>BHG5NC140140D,"BULON HEXAGONAL G5 9/16-UNC-5,1/2 DICRO",
>BHG5NC140155D,BULON HEXAGONAL G5 9/16-UNC-6 DICRO,
>BHG5NC160025D,BULON HEXAGONAL G5 5/8-UNC-1 DICRO,
>BHG5NC160032D,"BULON HEXAGONAL G5 5/8-UNC-1,1/4 DICRO",
>BHG5NC160038D,"BULON HEXAGONAL G5 5/8-UNC-1,1/2 DICRO",
>BHG5NC160044D,"BULON HEXAGONAL G5 5/8-UNC-1,3/4 DICRO",
>BHG5NC160050D,BULON HEXAGONAL G5 5/8-UNC-2 DICRO,
>BHG5NC160056D,"BULON HEXAGONAL G5 5/8-UNC-2,1/4 DICRO",
>BHG5NC160063D,"BULON HEXAGONAL G5 5/8-UNC-2,1/2 DICRO",
>BHG5NC160070D,"BULON HEXAGONAL G5 5/8-UNC-2,3/4 DICRO",
>BHG5NC160076D,BULON HEXAGONAL G5 5/8-UNC-3 DICRO,
>BHG5NC160082D,"BULON HEXAGONAL G5 5/8-UNC-3,1/4 DICRO",
>BHG5NC160090D,"BULON HEXAGONAL G5 5/8-UNC-3,1/2 DICRO",
>BHG5NC160100D,BULON HEXAGONAL G5 5/8-UNC-4 DICRO,
>BHG5NC160110D,"BULON HEXAGONAL G5 5/8-UNC-4,1/2 DICRO",
>BHG5NC160125D,BULON HEXAGONAL G5 5/8-UNC-5 DICRO,
>BHG5NC160140D,"BULON HEXAGONAL G5 5/8-UNC-5,1/2 DICRO",
>BHG5NC160155D,BULON HEXAGONAL G5 5/8-UNC-6 DICRO,
>BHG5NC160175D,BULON HEXAGONAL G5 5/8-UNC-7 DICRO,
>BHG5NC160200D,BULON HEXAGONAL G5 5/8-UNC-8 DICRO,
>BHG5NC160228D,BULON HEXAGONAL G5 5/8-UNC-9 DICRO,
>BHG5NC160254D,BULON HEXAGONAL G5 5/8-UNC-10 DICRO,
>BHG5NC190025D,BULON HEXAGONAL G5 3/4-UNC-1 DICRO,
>BHG5NC190032D,"BULON HEXAGONAL G5 3/4-UNC-1,1/4 DICRO",
>BHG5NC190038D,"BULON HEXAGONAL G5 3/4-UNC-1,1/2 DICRO",
>BHG5NC190044D,"BULON HEXAGONAL G5 3/4-UNC-1,3/4 DICRO",
>BHG5NC190050D,BULON HEXAGONAL G5 3/4-UNC-2 DICRO,
>BHG5NC190056D,"BULON HEXAGONAL G5 3/4-UNC-2,1/4 DICRO",
>BHG5NC190063D,"BULON HEXAGONAL G5 3/4-UNC-2,1/2 DICRO",
>BHG5NC190070D,"BULON HEXAGONAL G5 3/4-UNC-2,3/4 DICRO",
>BHG5NC190076D,BULON HEXAGONAL G5 3/4-UNC-3 DICRO,
>BHG5NC190082D,"BULON HEXAGONAL G5 3/4-UNC-3,1/4 DICRO",
>BHG5NC190090D,"BULON HEXAGONAL G5 3/4-UNC-3,1/2 DICRO",
>BHG5NC190100D,BULON HEXAGONAL G5 3/4-UNC-4 DICRO,
>BHG5NC190110D,"BULON HEXAGONAL G5 3/4-UNC-4,1/2 DICRO",
>BHG5NC190125D,BULON HEXAGONAL G5 3/4-UNC-5 DICRO,
>BHG5NC190140D,"BULON HEXAGONAL G5 3/4-UNC-5,1/2 DICRO",
>BHG5NC190155D,BULON HEXAGONAL G5 3/4-UNC-6 DICRO,
>BHG5NC190175D,BULON HEXAGONAL G5 3/4-UNC-7 DICRO,
>BHG5NC190200D,BULON HEXAGONAL G5 3/4-UNC-8 DICRO,
>BHG5NC190228D,BULON HEXAGONAL G5 3/4-UNC-9 DICRO,
>BHG5NC190254D,BULON HEXAGONAL G5 3/4-UNC-10 DICRO,
>BHG5NC220044D,"BULON HEXAGONAL G5 7/8-UNC-1,3/4 DICRO",
>BHG5NC220050D,BULON HEXAGONAL G5 7/8-UNC-2 DICRO,
>BHG5NC220056D,"BULON HEXAGONAL G5 7/8-UNC-2,1/4 DICRO",
>BHG5NC220063D,"BULON HEXAGONAL G5 7/8-UNC-2,1/2 DICRO",
>BHG5NC220070D,"BULON HEXAGONAL G5 7/8-UNC-2,3/4 DICRO",
>BHG5NC220076D,BULON HEXAGONAL G5 7/8-UNC-3 DICRO,
>BHG5NC220082D,"BULON HEXAGONAL G5 7/8-UNC-3,1/4 DICRO",
>BHG5NC220090D,"BULON HEXAGONAL G5 7/8-UNC-3,1/2 DICRO",
>BHG5NC220100D,BULON HEXAGONAL G5 7/8-UNC-4 DICRO,
>BHG5NC220110D,"BULON HEXAGONAL G5 7/8-UNC-4,1/2 DICRO",
>BHG5NC220125D,BULON HEXAGONAL G5 7/8-UNC-5 DICRO,
>BHG5NC220140D,"BULON HEXAGONAL G5 7/8-UNC-5,1/2 DICRO",
>BHG5NC220155D,BULON HEXAGONAL G5 7/8-UNC-6 DICRO,
>BHG5NC220188D,"BULON HEXAGONAL G5 7/8-UNC-7,1/2 DICRO",
>BHG5NC220175D,BULON HEXAGONAL G5 7/8-UNC-7 DICRO,
>BHG5NC220200D,BULON HEXAGONAL G5 7/8-UNC-8 DICRO,
>BHG5NC220254D,BULON HEXAGONAL G5 7/8-UNC-10 DICRO,
>BHG5NC250050D,BULON HEXAGONAL G5 1-UNC-2 DICRO,
